date,name,jump_type,trial_number,bar_load,time,fp1,fp2,total_force,phase
2021-07-17,"",cmj,11,0,7.689,546.97,545.82,1092.79,Propulsion
2021-07-17,"",cmj,11,0,7.69,529.93,534.21,1064.14,Propulsion
2021-07-17,"",cmj,11,0,7.691,515.11,524.07,1039.18,Propulsion
2021-07-17,"",cmj,11,0,7.692,496.19,515.01,1011.2,Propulsion
2021-07-17,"",cmj,11,0,7.693,479.79,504.68,984.47,Propulsion
2021-07-17,"",cmj,11,0,7.694,458.54,495.2,953.74,Propulsion
2021-07-17,"",cmj,11,0,7.695,435.58,483.51,919.09,Propulsion
2021-07-17,"",cmj,11,0,7.696,410.7,471.62,882.32,Propulsion
2021-07-17,"",cmj,11,0,7.697,389.2,458,847.2,Propulsion
2021-07-17,"",cmj,11,0,7.698,364.22,443.75,807.97,Propulsion
2021-07-17,"",cmj,11,0,7.699,341.5,432.2,773.7,Propulsion
2021-07-17,"",cmj,11,0,7.7,317.92,420.24,738.16,Propulsion
2021-07-17,"",cmj,11,0,7.701,296.49,407.38,703.87,Propulsion
2021-07-17,"",cmj,11,0,7.702,277.4,393.84,671.24,Propulsion
2021-07-17,"",cmj,11,0,7.703,252.68,381.42,634.1,Propulsion
2021-07-17,"",cmj,11,0,7.704,232.74,368.76,601.5,Propulsion
2021-07-17,"",cmj,11,0,7.705,207.94,356.63,564.57,Propulsion
2021-07-17,"",cmj,11,0,7.706,183.23,342.06,525.29,Propulsion
2021-07-17,"",cmj,11,0,7.707,161.53,325.81,487.34,Propulsion
2021-07-17,"",cmj,11,0,7.708,137.84,310.12,447.96,Propulsion
2021-07-17,"",cmj,11,0,7.709,117.76,294.8,412.56,Propulsion
2021-07-17,"",cmj,11,0,7.71,99.7,277.11,376.81,Propulsion
2021-07-17,"",cmj,11,0,7.711,86.28,261.43,347.71,Propulsion
2021-07-17,"",cmj,11,0,7.712,70.03,241.6,311.63,Propulsion
2021-07-17,"",cmj,11,0,7.713,58.16,226.24,284.4,Propulsion
2021-07-17,"",cmj,11,0,7.714,46.72,206.57,253.29,Propulsion
2021-07-17,"",cmj,11,0,7.715,32.65,189.14,221.79,Propulsion
2021-07-17,"",cmj,11,0,7.716,19.35,171.12,190.47,Propulsion
2021-07-17,"",cmj,11,0,7.717,0.04,156.65,156.69,Propulsion
2021-07-17,"",cmj,11,0,7.718,-19.08,139.56,120.48,Propulsion
2021-07-17,"",cmj,11,0,7.719,-35.03,122.47,87.44,Propulsion
2021-07-17,"",cmj,11,0,7.72,-41.97,105.79,63.82,Propulsion
2021-07-17,"",cmj,11,0,7.721,-45.36,88.49,43.13,Propulsion
2021-07-17,"",cmj,11,0,7.722,-41.77,75.19,33.42,Propulsion
2021-07-17,"",cmj,11,0,7.723,-35.72,59.05,23.33,Propulsion
2021-07-17,"",cmj,11,0,7.724,-34.37,48.47,14.1,Propulsion
2021-07-17,"",cmj,11,0,7.725,-37.8,36.14,-1.66,Propulsion
