Run #1,Run #1,Run #1,Run #1,Run #1,Run #1,Run #1,Run #1,Run #1,Run #1,Run #1,Run #1,Run #1,Run #1
Date and Time,Time (s),Force Beam 1 (N),Force Beam 2 (N),Force Beam 3 (N),Force Beam 4 (N),Normal Force (N),Parallel Force (N),Force Beam 1 (N),Force Beam 2 (N),Force Beam 3 (N),Force Beam 4 (N),Normal Force (N),Parallel Force (N)
2/20/2019 21:03,"1,271","61,77","95,98","6,66","77,98","242,39","28,61","116,68","81,60","23,97","90,43","312,68","-18,81"
2/20/2019 21:03,"1,272","61,66","95,90","6,52","77,67","241,76","28,91","116,49","81,57","24,19","90,64","312,89","-18,94"
2/20/2019 21:03,"1,273","61,69","95,76","6,69","77,84","241,98","28,57","116,79","81,65","24,38","90,69","313,52","-18,76"
2/20/2019 21:03,"1,274","61,77","95,93","6,66","77,76","242,12","28,57","116,63","81,60","24,52","90,48","313,22","-18,81"
2/20/2019 21:03,"1,275","61,52","95,87","6,61","77,76","241,76","28,52","116,82","81,76","24,43","90,56","313,58","-18,94"
2/20/2019 21:03,"1,276","61,63","95,98","6,72","77,51","241,84","28,78","116,68","81,85","24,38","90,53","313,44","-18,81"
2/20/2019 21:03,"1,277","61,63","95,90","6,66","77,76","241,95","28,83","116,74","81,82","24,38","90,64","313,57","-19,07"
2/20/2019 21:03,"1,278","61,80","95,93","6,66","77,81","242,20","28,78","116,63","81,82","24,41","90,67","313,52","-18,72"
2/20/2019 21:03,"1,279","61,63","95,87","6,66","77,73","241,90","28,70","116,49","81,65","24,32","90,48","312,95","-18,76"
2/20/2019 21:03,"1,280","61,60","95,87","6,64","77,81","241,92","28,70","116,57","81,60","24,30","90,43","312,90","-18,81"
2/20/2019 21:03,"1,281","61,80","96,18","6,66","77,67","242,31","28,61","116,68","81,82","24,35","90,61","313,47","-18,81"
2/20/2019 21:03,"1,282","61,63","96,23","6,72","77,70","242,28","28,74","116,57","81,93","24,27","90,46","313,22","-18,72"
2/20/2019 21:03,"1,283","61,66","95,93","6,83","77,76","242,17","28,52","116,43","81,46","24,30","90,48","312,67","-18,76"
2/20/2019 21:03,"1,284","61,49","96,12","6,58","77,48","241,68","28,96","116,35","81,65","24,24","90,53","312,78","-18,85"
2/20/2019 21:03,"1,285","61,63","95,93","7,02","77,62","242,20","28,87","116,15","81,87","24,38","90,53","312,94","-18,81"
2/20/2019 21:03,"1,286","61,25","95,90","6,75","77,67","241,57","28,65","116,57","81,74","24,68","90,51","313,50","-18,94"
2/20/2019 21:03,"1,287","61,33","95,98","6,72","77,54","241,57","28,65","116,27","81,57","24,43","90,67","312,94","-18,81"
2/20/2019 21:03,"1,288","61,58","96,12","6,99","77,65","242,34","28,78","116,60","81,74","24,27","90,51","313,11","-18,85"
2/20/2019 21:03,"1,289","61,36","96,04","6,77","77,54","241,71","28,61","116,57","81,82","24,27","90,69","313,35","-18,63"
2/20/2019 21:03,"1,290","61,47","96,04","6,80","77,48","241,79","28,57","116,57","81,98","24,32","90,69","313,57","-18,81"
2/20/2019 21:03,"1,291","61,11","96,15","6,77","77,59","241,62","28,61","116,46","81,82","24,49","90,43","313,20","-18,76"
2/20/2019 21:03,"1,292","61,30","96,34","6,80","77,43","241,87","28,78","116,24","81,87","24,49","90,22","312,82","-18,72"
2/20/2019 21:03,"1,293","61,19","96,09","6,69","77,32","241,30","28,61","116,52","81,76","24,54","90,48","313,30","-18,76"
2/20/2019 21:03,"1,294","61,30","96,18","6,66","77,46","241,60","28,83","116,40","81,93","24,52","90,75","313,59","-18,81"
2/20/2019 21:03,"1,295","61,19","96,42","6,75","77,37","241,74","28,91","116,46","81,74","24,54","90,48","313,22","-18,42"
2/20/2019 21:03,"1,296","61,08","96,31","6,86","77,51","241,76","28,74","116,46","81,98","24,54","90,48","313,47","-18,76"
2/20/2019 21:03,"1,297","61,14","96,04","6,86","77,62","241,65","28,35","116,18","81,82","24,24","90,48","312,72","-18,59"
2/20/2019 21:03,"1,298","61,14","96,40","6,80","77,54","241,87","28,52","116,40","81,87","24,38","90,14","312,80","-18,72"
2/20/2019 21:03,"1,299","61,27","96,23","6,99","77,54","242,04","28,52","116,35","81,93","24,52","90,22","313,01","-18,85"
2/20/2019 21:03,"1,300","61,11","96,09","6,94","77,46","241,60","28,52","116,43","82,04","24,54","90,38","313,39","-18,72"
2/20/2019 21:03,"1,301","61,03","96,23","6,99","77,43","241,68","28,70","116,35","82,04","24,27","90,43","313,09","-18,98"
2/20/2019 21:03,"1,302","60,86","96,09","7,11","77,37","241,43","28,65","116,46","81,85","24,41","90,51","313,22","-18,76"
2/20/2019 21:03,"1,303","61,16","96,34","6,97","77,32","241,79","28,91","116,29","81,90","24,54","90,27","313,01","-18,81"
2/20/2019 21:03,"1,304","61,08","96,09","6,69","77,37","241,24","28,83","116,29","82,20","24,54","90,32","313,36","-18,81"
2/20/2019 21:03,"1,305","61,00","96,34","7,02","77,48","241,85","28,91","116,38","81,98","24,68","90,27","313,31","-18,72"
2/20/2019 21:03,"1,306","60,97","96,20","6,75","77,35","241,27","28,52","116,35","81,76","24,38","90,19","312,68","-18,76"
2/20/2019 21:03,"1,307","60,92","96,15","6,77","77,46","241,29","28,70","116,32","81,90","24,60","90,03","312,85","-18,81"
2/20/2019 21:03,"1,308","61,14","96,34","7,11","77,37","241,96","28,70","116,18","82,20","24,63","90,11","313,12","-18,68"
2/20/2019 21:03,"1,309","60,59","96,42","7,11","77,29","241,41","28,52","116,32","82,26","24,54","90,43","313,55","-18,76"
2/20/2019 21:03,"1,310","61,03","96,09","7,08","77,21","241,41","28,70","116,27","82,20","24,57","90,19","313,23","-18,72"
2/20/2019 21:03,"1,311","60,94","96,56","7,08","77,16","241,74","28,91","116,32","82,04","24,54","90,11","313,02","-18,72"
2/20/2019 21:03,"1,312","60,86","96,20","6,91","77,21","241,19","28,61","116,18","82,01","24,24","90,22","312,65","-18,68"
2/20/2019 21:03,"1,313","60,94","96,42","6,77","77,05","241,19","28,35","116,18","82,06","24,49","90,53","313,27","-18,76"
2/20/2019 21:03,"1,314","60,97","96,42","7,02","77,43","241,85","28,74","116,27","82,04","24,35","90,17","312,82","-18,81"
2/20/2019 21:03,"1,315","60,83","96,45","6,99","77,26","241,54","28,87","116,29","82,04","24,68","90,14","313,15","-18,98"
2/20/2019 21:03,"1,316","60,64","96,42","6,94","77,16","241,16","28,61","116,15","81,90","24,54","90,46","313,05","-18,68"
2/20/2019 21:03,"1,317","60,78","96,53","7,05","77,24","241,60","28,70","116,27","81,93","24,57","90,11","312,88","-18,68"
2/20/2019 21:03,"1,318","60,78","96,64","7,13","77,13","241,68","28,61","116,35","82,28","24,57","90,53","313,74","-18,68"
2/20/2019 21:03,"1,319","60,75","96,26","6,88","77,13","241,02","28,44","116,13","82,12","24,65","90,30","313,20","-18,63"
2/20/2019 21:03,"1,320","60,70","96,45","7,11","77,43","241,68","28,70","116,15","82,37","24,79","90,43","313,74","-18,76"
2/20/2019 21:03,"1,321","60,75","96,48","7,24","77,10","241,57","28,74","116,13","82,48","24,27","90,30","313,17","-18,98"
2/20/2019 21:03,"1,322","60,53","96,59","6,94","77,16","241,22","28,78","116,07","82,17","24,54","90,43","313,22","-18,81"
2/20/2019 21:03,"1,323","60,86","96,64","7,08","77,16","241,74","28,91","116,27","82,15","24,57","90,30","313,28","-18,76"
2/20/2019 21:03,"1,324","60,72","96,62","6,97","77,21","241,52","28,52","116,07","82,28","24,79","90,11","313,26","-18,89"
2/20/2019 21:03,"1,325","60,61","96,48","7,22","77,26","241,57","28,87","116,18","82,26","24,54","90,27","313,25","-18,72"
2/20/2019 21:03,"1,326","60,70","96,48","7,08","77,26","241,52","28,57","116,07","82,17","24,65","90,27","313,17","-18,46"
2/20/2019 21:03,"1,327","60,59","96,56","7,02","77,10","241,27","28,57","116,21","82,20","24,46","90,17","313,04","-18,50"
2/20/2019 21:03,"1,328","60,59","96,70","7,19","77,10","241,57","28,96","116,27","82,09","24,49","90,32","313,17","-18,63"
2/20/2019 21:03,"1,329","60,72","96,48","7,08","77,13","241,41","28,74","115,96","82,53","24,63","90,32","313,44","-18,72"
2/20/2019 21:03,"1,330","60,59","96,59","7,11","76,99","241,27","28,57","115,93","82,31","24,76","90,30","313,30","-18,46"
2/20/2019 21:03,"1,331","60,78","96,53","7,19","77,24","241,74","28,65","116,15","82,26","24,71","90,27","313,39","-18,72"
2/20/2019 21:03,"1,332","60,59","96,59","7,33","77,16","241,66","28,91","116,02","82,45","24,60","90,53","313,60","-18,63"
2/20/2019 21:03,"1,333","60,64","96,89","7,13","77,10","241,77","28,78","116,27","82,09","24,54","90,11","313,01","-18,81"
2/20/2019 21:03,"1,334","60,39","96,53","7,35","77,26","241,55","28,83","116,29","82,31","24,63","90,48","313,71","-18,72"
2/20/2019 21:03,"1,335","60,59","96,59","7,13","77,10","241,41","28,57","116,15","82,20","24,76","90,27","313,39","-18,63"
2/20/2019 21:03,"1,336","60,48","96,62","7,24","77,10","241,44","28,57","115,82","82,42","24,68","90,35","313,27","-18,50"
2/20/2019 21:03,"1,337","60,45","96,64","6,94","76,96","241,00","28,52","116,13","82,31","24,71","89,90","313,05","-18,81"
2/20/2019 21:03,"1,338","60,39","96,78","7,05","76,99","241,22","28,61","116,15","82,37","24,49","90,19","313,20","-18,68"
2/20/2019 21:03,"1,339","60,48","96,81","7,19","77,07","241,55","28,65","116,18","82,61","24,60","90,48","313,88","-18,59"
2/20/2019 21:03,"1,340","60,37","96,70","7,13","77,10","241,30","28,57","116,15","82,56","24,68","90,40","313,80","-18,81"
2/20/2019 21:03,"1,341","60,70","96,59","7,05","77,02","241,35","28,74","116,29","82,48","24,76","90,22","313,75","-18,63"
2/20/2019 21:03,"1,342","60,39","96,78","7,27","76,94","241,38","28,70","116,13","82,37","24,65","90,35","313,50","-18,37"
2/20/2019 21:03,"1,343","60,37","96,67","7,22","77,21","241,46","28,57","116,07","82,34","24,84","90,30","313,55","-18,76"
2/20/2019 21:03,"1,344","60,48","96,48","7,11","76,99","241,05","28,70","116,27","82,34","24,76","90,32","313,69","-18,42"
2/20/2019 21:03,"1,345","60,42","96,86","7,24","77,05","241,58","28,91","116,10","82,53","24,76","90,06","313,45","-18,55"
2/20/2019 21:03,"1,346","60,39","96,48","7,33","77,10","241,30","28,83","116,21","82,59","24,71","90,30","313,80","-18,46"
2/20/2019 21:03,"1,347","60,42","96,81","7,22","76,66","241,11","28,57","116,27","82,23","24,84","90,11","313,45","-18,37"
2/20/2019 21:03,"1,348","60,39","96,75","7,16","76,99","241,30","28,70","115,90","82,48","24,76","90,22","313,36","-18,81"
2/20/2019 21:03,"1,349","60,31","96,75","7,30","77,16","241,52","28,52","115,93","82,64","24,98","90,24","313,80","-18,55"
2/20/2019 21:03,"1,350","60,15","96,70","7,22","77,07","241,13","28,35","116,40","82,61","24,82","90,19","314,03","-18,55"
2/20/2019 21:03,"1,351","60,31","96,62","7,16","77,05","241,13","28,70","116,10","82,64","24,98","90,14","313,86","-18,46"
2/20/2019 21:03,"1,352","60,26","96,78","7,27","76,99","241,30","28,70","116,21","82,70","24,90","90,11","313,92","-18,46"
2/20/2019 21:03,"1,353","60,28","96,73","7,30","77,05","241,36","28,44","116,21","82,53","24,60","90,06","313,40","-18,72"
2/20/2019 21:03,"1,354","60,20","96,84","7,24","76,88","241,16","28,52","115,90","82,70","24,84","90,32","313,77","-18,24"
2/20/2019 21:03,"1,355","60,26","96,75","7,35","76,88","241,25","28,48","116,21","82,83","24,87","90,06","313,98","-18,59"
2/20/2019 21:03,"1,356","60,26","96,86","7,33","76,83","241,27","28,87","116,10","82,59","24,87","90,17","313,72","-18,81"
2/20/2019 21:03,"1,357","60,20","96,78","7,11","76,77","240,86","28,31","116,13","82,59","24,98","90,27","313,97","-18,85"
2/20/2019 21:03,"1,358","60,17","96,86","7,27","76,83","241,14","28,52","116,13","82,72","24,90","90,11","313,86","-18,63"
2/20/2019 21:03,"1,359","60,04","96,86","7,35","76,91","241,16","28,26","116,24","82,86","24,71","90,27","314,08","-18,72"
2/20/2019 21:03,"1,360","60,37","96,97","7,22","76,72","241,27","28,44","116,21","82,70","24,76","90,32","313,99","-18,59"
2/20/2019 21:03,"1,361","60,09","96,89","7,33","76,83","241,14","28,78","116,13","82,92","24,76","90,32","314,13","-18,29"
2/20/2019 21:03,"1,362","60,26","96,70","7,46","76,91","241,33","28,74","115,99","82,89","24,93","90,14","313,94","-18,59"
2/20/2019 21:03,"1,363","60,15","96,86","7,35","77,07","241,44","28,70","116,15","82,64","24,93","90,11","313,84","-18,50"
2/20/2019 21:03,"1,364","60,15","96,92","7,44","76,86","241,36","28,91","115,85","82,97","25,04","90,22","314,07","-18,46"
2/20/2019 21:03,"1,365","60,23","97,22","7,55","76,75","241,74","28,70","115,96","82,92","24,98","90,19","314,05","-18,50"
2/20/2019 21:03,"1,366","60,17","96,86","7,38","76,94","241,36","28,61","115,85","82,86","24,54","90,30","313,55","-18,46"
2/20/2019 21:03,"1,367","59,87","96,75","7,24","76,94","240,81","28,74","115,96","83,08","25,06","90,27","314,38","-18,63"
2/20/2019 21:03,"1,368","60,12","96,89","6,99","77,07","241,08","28,57","116,15","82,78","24,76","90,06","313,76","-18,81"
2/20/2019 21:03,"1,369","60,09","96,89","7,35","77,05","241,38","28,52","116,18","82,64","24,98","90,22","314,02","-18,89"
2/20/2019 21:03,"1,370","60,04","97,06","7,24","77,10","241,44","28,74","116,02","82,94","24,95","90,32","314,24","-18,46"
2/20/2019 21:03,"1,371","60,09","96,97","7,27","77,13","241,46","28,65","116,18","82,97","24,98","90,03","314,17","-18,63"
2/20/2019 21:03,"1,372","59,98","97,08","7,38","76,99","241,44","28,61","116,13","83,08","24,95","90,30","314,46","-18,68"
2/20/2019 21:03,"1,373","59,87","97,19","7,35","76,86","241,27","28,78","116,04","82,83","24,82","90,19","313,89","-18,89"
2/20/2019 21:03,"1,374","59,98","97,14","7,24","76,99","241,36","28,74","115,90","83,14","24,87","90,27","314,18","-18,50"
2/20/2019 21:03,"1,375","60,04","97,17","7,44","77,10","241,74","28,52","116,15","82,64","24,98","90,38","314,15","-18,55"
2/20/2019 21:03,"1,376","60,26","97,22","7,22","76,91","241,60","28,83","116,18","82,78","24,79","90,01","313,76","-18,81"
2/20/2019 21:03,"1,377","60,04","97,17","7,44","76,75","241,39","28,74","116,21","82,81","25,17","90,30","314,49","-18,63"
2/20/2019 21:03,"1,378","60,01","97,06","7,44","77,05","241,55","28,70","116,38","82,89","24,98","90,27","314,52","-18,55"
2/20/2019 21:03,"1,379","59,71","97,25","7,33","76,94","241,22","28,83","116,24","82,75","25,06","90,06","314,11","-18,59"
2/20/2019 21:03,"1,380","60,06","97,22","7,44","76,99","241,71","28,78","116,32","83,05","24,82","90,27","314,46","-18,63"
2/20/2019 21:03,"1,381","59,98","97,44","7,44","76,99","241,85","28,91","116,27","83,08","24,98","90,17","314,49","-18,37"
2/20/2019 21:03,"1,382","59,84","97,33","7,44","76,75","241,36","28,70","116,15","83,08","24,93","90,11","314,28","-18,76"
2/20/2019 21:03,"1,383","59,98","97,25","7,38","76,69","241,30","28,83","116,13","82,89","25,09","90,43","314,54","-18,76"
2/20/2019 21:03,"1,384","60,01","97,17","7,44","76,88","241,49","28,48","116,24","83,08","24,93","90,11","314,36","-18,24"
2/20/2019 21:03,"1,385","60,04","97,33","7,44","77,02","241,82","28,87","116,49","83,14","24,90","90,38","314,90","-18,81"
2/20/2019 21:03,"1,386","60,04","97,25","7,55","76,75","241,58","28,91","116,32","83,08","25,09","90,48","314,98","-18,37"
2/20/2019 21:03,"1,387","59,98","97,52","7,55","76,83","241,88","28,87","116,38","83,05","24,98","90,32","314,74","-18,72"
2/20/2019 21:03,"1,388","59,95","97,44","7,66","76,96","242,02","28,74","116,29","83,03","24,71","90,38","314,40","-18,55"
2/20/2019 21:03,"1,389","59,90","97,41","7,52","77,10","241,93","28,87","116,32","83,11","25,04","90,46","314,92","-18,68"
2/20/2019 21:03,"1,390","59,98","97,39","7,46","76,88","241,71","28,91","116,07","83,22","25,04","90,43","314,75","-18,46"
2/20/2019 21:03,"1,391","59,60","97,50","7,44","76,94","241,47","28,52","116,21","83,36","24,93","90,22","314,71","-18,42"
2/20/2019 21:03,"1,392","59,82","97,55","7,49","77,02","241,88","28,74","116,29","83,27","24,76","90,30","314,63","-18,63"
2/20/2019 21:03,"1,393","59,93","97,63","7,55","76,64","241,74","28,61","116,38","83,25","24,90","90,17","314,69","-18,29"
2/20/2019 21:03,"1,394","59,79","97,44","7,66","76,83","241,72","28,52","116,07","83,30","24,93","90,38","314,68","-18,72"
2/20/2019 21:03,"1,395","59,73","97,63","7,55","77,07","241,99","28,91","116,29","83,25","25,36","90,53","315,44","-18,24"
2/20/2019 21:03,"1,396","59,82","97,52","7,63","76,88","241,85","28,87","116,18","83,47","25,12","90,24","315,01","-18,55"
2/20/2019 21:03,"1,397","59,73","97,47","7,58","76,72","241,50","29,00","116,35","83,36","25,31","90,32","315,34","-18,59"
2/20/2019 21:03,"1,398","59,76","97,58","7,74","76,83","241,91","28,52","116,32","83,41","24,98","90,35","315,06","-18,46"
2/20/2019 21:03,"1,399","59,40","97,55","7,69","76,86","241,50","28,91","116,38","83,33","24,82","90,43","314,95","-18,16"
2/20/2019 21:03,"1,400","59,65","97,69","7,71","76,77","241,83","28,83","116,46","83,49","25,09","90,46","315,50","-18,37"
2/20/2019 21:03,"1,401","59,87","97,69","7,69","76,80","242,05","28,78","116,52","83,25","25,01","90,06","314,83","-18,37"
2/20/2019 21:03,"1,402","59,46","97,69","7,82","76,96","241,94","28,74","116,02","83,52","25,06","90,24","314,84","-18,55"
2/20/2019 21:03,"1,403","59,71","97,30","7,49","76,83","241,33","28,91","116,29","83,58","25,09","90,35","315,31","-18,29"
2/20/2019 21:03,"1,404","59,65","97,58","7,77","76,88","241,88","28,87","116,18","83,44","24,93","90,32","314,87","-18,46"
2/20/2019 21:03,"1,405","59,65","97,63","7,44","76,83","241,55","28,91","116,27","83,36","25,09","90,27","314,98","-18,46"
2/20/2019 21:03,"1,406","59,49","97,66","7,55","76,72","241,41","28,78","116,46","83,41","25,04","90,22","315,13","-18,50"
2/20/2019 21:03,"1,407","59,54","97,66","7,55","76,77","241,52","28,87","116,40","83,58","25,12","90,32","315,42","-18,42"
2/20/2019 21:03,"1,408","59,62","97,74","7,80","76,77","241,94","28,78","116,52","83,58","25,15","90,43","315,67","-18,37"
2/20/2019 21:03,"1,409","59,54","97,80","7,22","76,96","241,52","28,65","116,54","83,55","24,98","90,30","315,37","-18,46"
2/20/2019 21:03,"1,410","59,43","97,74","7,66","76,83","241,66","28,74","116,43","83,63","25,20","90,22","315,48","-18,55"
2/20/2019 21:03,"1,411","59,43","97,85","7,93","76,64","241,86","28,61","116,35","83,52","25,25","90,51","315,63","-18,37"
2/20/2019 21:03,"1,412","59,54","97,80","7,63","76,88","241,85","28,91","116,40","83,55","25,09","90,43","315,47","-18,59"
2/20/2019 21:03,"1,413","59,51","97,74","7,60","76,94","241,80","28,87","116,29","83,71","25,09","90,11","315,21","-18,46"
2/20/2019 21:03,"1,414","59,38","97,99","7,88","76,91","242,16","28,52","116,43","83,58","25,31","90,35","315,67","-18,68"
2/20/2019 21:03,"1,415","59,38","97,85","7,58","76,66","241,47","28,70","116,21","83,74","25,01","90,27","315,23","-18,29"
2/20/2019 21:03,"1,416","59,54","97,91","7,85","76,75","242,05","28,91","116,46","83,77","25,23","89,90","315,36","-18,55"
2/20/2019 21:03,"1,417","59,38","97,83","7,77","76,55","241,53","28,87","116,24","83,66","25,17","90,14","315,21","-18,46"
2/20/2019 21:03,"1,418","59,21","98,07","7,71","76,80","241,80","29,00","116,52","83,66","25,15","90,43","315,75","-18,29"
2/20/2019 21:03,"1,419","59,54","98,07","7,99","77,02","242,62","28,83","116,13","83,85","25,31","90,43","315,72","-18,46"
2/20/2019 21:03,"1,420","59,49","97,96","8,02","76,96","242,43","28,87","116,32","83,69","25,53","90,38","315,91","-18,24"
2/20/2019 21:03,"1,421","59,24","98,13","7,80","76,64","241,80","29,04","116,24","83,63","25,15","90,11","315,13","-18,24"
2/20/2019 21:03,"1,422","59,21","97,94","8,05","76,83","242,02","29,00","116,27","83,69","25,42","90,17","315,54","-18,46"
2/20/2019 21:03,"1,423","59,38","98,18","7,88","76,75","242,19","29,04","116,40","83,80","25,20","90,11","315,51","-18,55"
2/20/2019 21:03,"1,424","59,27","97,99","7,60","76,77","241,63","29,26","116,32","83,66","25,17","90,19","315,34","-18,46"
2/20/2019 21:03,"1,425","59,10","98,13","7,93","76,86","242,02","28,96","116,38","83,74","25,34","90,32","315,78","-18,59"
2/20/2019 21:03,"1,426","59,32","98,29","8,10","76,66","242,38","28,78","116,46","83,74","25,36","90,06","315,63","-18,42"
2/20/2019 21:03,"1,427","59,07","98,02","7,82","76,88","241,80","28,91","116,29","84,07","25,20","89,98","315,54","-18,55"
2/20/2019 21:03,"1,428","59,27","98,13","7,96","76,83","242,19","28,70","116,29","83,82","25,12","90,35","315,58","-18,37"
2/20/2019 21:03,"1,429","59,10","98,29","7,80","76,75","241,94","28,83","116,54","83,80","25,31","90,27","315,92","-18,20"
2/20/2019 21:03,"1,430","59,07","98,10","7,80","76,66","241,64","28,87","116,43","83,85","25,34","90,24","315,86","-18,20"
2/20/2019 21:03,"1,431","59,10","98,21","8,32","76,77","242,41","28,87","116,29","83,80","25,42","90,24","315,75","-18,46"
2/20/2019 21:03,"1,432","59,27","98,35","8,02","76,50","242,13","28,78","116,46","83,80","25,45","90,19","315,89","-18,11"
2/20/2019 21:03,"1,433","59,24","98,62","8,16","76,66","242,68","28,91","116,52","84,04","25,42","90,38","316,35","-18,42"
2/20/2019 21:03,"1,434","59,38","98,54","8,02","76,58","242,52","28,96","116,15","83,88","25,42","90,19","315,64","-18,33"
2/20/2019 21:03,"1,435","59,10","98,35","8,10","76,77","242,32","28,83","116,27","83,60","25,28","90,24","315,40","-18,33"
2/20/2019 21:03,"1,436","58,99","98,54","8,13","76,58","242,24","28,91","116,40","83,82","25,28","90,19","315,70","-18,29"
2/20/2019 21:03,"1,437","59,10","98,62","8,05","76,53","242,30","28,96","116,24","83,96","25,25","90,30","315,75","-18,24"
2/20/2019 21:03,"1,438","59,05","98,51","8,10","76,66","242,32","29,04","116,18","83,96","25,31","90,11","315,57","-18,46"
2/20/2019 21:03,"1,439","59,21","98,43","8,05","76,55","242,24","28,91","116,29","83,99","25,23","90,14","315,65","-18,29"
2/20/2019 21:03,"1,440","59,05","98,46","8,10","76,47","242,08","28,91","116,46","83,91","25,25","90,24","315,87","-18,50"
2/20/2019 21:03,"1,441","58,88","98,51","8,16","76,80","242,35","28,96","116,02","84,12","25,42","90,11","315,67","-18,46"
2/20/2019 21:03,"1,442","58,88","98,79","8,10","76,50","242,27","29,17","116,21","84,02","25,31","90,17","315,70","-18,03"
2/20/2019 21:03,"1,443","59,07","98,51","8,10","76,55","242,24","28,61","116,32","83,74","25,47","90,22","315,75","-18,46"
2/20/2019 21:03,"1,444","58,99","98,49","8,27","76,45","242,19","28,96","116,24","84,04","25,58","90,14","316,00","-17,94"
2/20/2019 21:03,"1,445","59,02","98,84","8,07","76,55","242,49","28,87","116,27","83,91","25,39","90,06","315,62","-18,46"
2/20/2019 21:03,"1,446","58,91","98,73","8,21","76,28","242,14","28,96","116,35","83,91","25,47","90,22","315,95","-18,46"
2/20/2019 21:03,"1,447","58,94","98,87","8,13","76,69","242,63","28,78","116,21","83,91","25,47","90,11","315,70","-18,16"
2/20/2019 21:03,"1,448","58,63","98,79","8,24","76,58","242,24","28,83","116,27","83,88","25,23","90,27","315,64","-18,42"
2/20/2019 21:03,"1,449","58,66","98,84","8,16","76,45","242,11","28,70","116,13","83,85","25,28","90,40","315,66","-18,16"
2/20/2019 21:03,"1,450","58,55","98,87","8,21","76,28","241,92","28,83","116,15","83,99","25,58","90,24","315,97","-18,46"
2/20/2019 21:03,"1,451","58,74","99,01","8,32","76,47","242,55","28,78","116,18","84,02","25,23","89,98","315,41","-18,24"
2/20/2019 21:03,"1,452","58,72","98,84","8,52","76,55","242,63","28,78","115,96","83,96","25,23","90,27","315,42","-18,11"
2/20/2019 21:03,"1,453","58,83","98,73","8,43","76,34","242,33","28,78","115,96","84,02","25,69","90,11","315,78","-18,29"
2/20/2019 21:03,"1,454","58,83","99,01","8,38","76,45","242,66","28,74","116,04","84,21","25,39","90,09","315,73","-18,33"
2/20/2019 21:03,"1,455","58,41","99,04","8,35","76,66","242,46","28,83","115,85","83,74","25,39","90,19","315,17","-18,16"
2/20/2019 21:03,"1,456","58,44","99,04","8,21","76,36","242,05","28,96","116,02","84,04","25,42","90,14","315,62","-18,42"
2/20/2019 21:03,"1,457","58,77","99,06","8,32","76,45","242,60","28,83","116,04","84,12","25,31","90,14","315,62","-18,16"
2/20/2019 21:03,"1,458","58,69","98,95","8,54","76,45","242,63","29,04","116,10","83,96","25,42","90,06","315,54","-18,29"
2/20/2019 21:03,"1,459","58,50","99,26","8,27","76,39","242,41","28,91","116,02","84,02","25,45","90,09","315,56","-18,29"
2/20/2019 21:03,"1,460","58,55","98,98","8,38","76,45","242,36","29,08","116,18","84,18","25,39","90,11","315,87","-17,90"
2/20/2019 21:03,"1,461","58,61","99,01","8,21","76,42","242,24","29,04","116,04","83,93","25,42","90,09","315,48","-18,16"
2/20/2019 21:03,"1,462","58,63","99,20","8,32","76,55","242,71","28,91","116,10","83,91","25,25","90,01","315,27","-18,24"
2/20/2019 21:03,"1,463","58,52","99,04","8,43","76,39","242,38","29,17","115,90","83,96","25,58","90,22","315,67","-18,46"
2/20/2019 21:03,"1,464","58,50","99,12","8,38","76,55","242,55","29,21","115,79","83,93","25,69","89,88","315,29","-18,20"
2/20/2019 21:03,"1,465","58,33","99,06","8,54","76,25","242,19","29,21","116,07","83,96","25,23","90,09","315,35","-18,37"
2/20/2019 21:03,"1,466","58,39","99,09","8,21","76,45","242,13","29,04","115,85","84,18","25,42","89,96","315,40","-18,50"
2/20/2019 21:03,"1,467","58,47","99,06","8,43","76,45","242,41","28,87","115,88","84,18","25,58","90,01","315,65","-18,24"
2/20/2019 21:03,"1,468","58,50","99,31","8,32","76,50","242,63","29,08","115,93","84,23","25,64","89,93","315,73","-18,16"
2/20/2019 21:03,"1,469","58,47","99,23","8,27","76,45","242,41","29,13","115,77","84,29","25,42","90,11","315,59","-18,11"
2/20/2019 21:03,"1,470","58,33","99,06","8,54","76,20","242,14","29,13","115,96","83,96","25,45","89,90","315,27","-18,50"
2/20/2019 21:03,"1,471","58,22","99,17","8,49","76,55","242,44","28,83","115,85","84,02","25,31","89,88","315,05","-18,46"
2/20/2019 21:03,"1,472","58,06","99,31","8,27","76,28","241,92","29,26","115,77","84,40","25,42","89,96","315,54","-18,03"
2/20/2019 21:03,"1,473","58,41","99,34","8,43","76,28","242,47","29,00","115,79","84,15","25,67","90,11","315,72","-18,11"
2/20/2019 21:03,"1,474","58,08","99,45","8,43","76,28","242,25","29,04","115,71","84,12","25,64","90,06","315,53","-18,07"
2/20/2019 21:03,"1,475","58,17","99,53","8,68","76,20","242,58","29,04","115,71","84,37","25,67","90,01","315,76","-18,20"
2/20/2019 21:03,"1,476","58,44","99,28","8,71","76,23","242,66","28,91","115,93","84,21","25,58","90,01","315,73","-18,42"
2/20/2019 21:03,"1,477","58,25","99,42","8,43","76,34","242,44","29,08","116,02","84,34","25,64","89,74","315,74","-18,16"
2/20/2019 21:03,"1,478","58,14","99,53","8,49","76,34","242,49","28,91","115,88","84,51","25,42","89,74","315,55","-18,20"
2/20/2019 21:03,"1,479","58,17","99,42","8,74","76,47","242,80","29,04","115,90","84,23","25,36","89,85","315,35","-18,37"
