Z Left,Z Right
438.066787,512.803969
436.998672,512.346206
438.52455,512.193618
435.930556,511.583236
435.930556,511.735824
437.609023,512.803969
436.083144,513.566909
437.761611,514.024673
439.745254,515.245376
437.303847,514.482436
437.761611,515.092788
438.371963,514.635024
435.472793,514.329848
436.846084,513.872085
438.371963,513.872085
436.235732,513.414321
437.914199,512.803969
438.066787,512.193618
435.777968,511.125472
436.998672,511.125472
436.235732,510.820296
435.167617,510.820296
437.609023,512.04103
436.846084,512.04103
437.609023,513.261733
439.592666,513.109145
437.151259,512.956557
436.083144,513.872085
436.998672,513.872085
435.625381,514.787612
435.777968,514.329848
437.914199,513.414321
436.846084,512.651382
437.151259,511.430648
438.371963,511.583236
436.998672,511.125472
436.998672,511.27806
437.609023,511.125472
437.609023,511.125472
437.151259,510.209945
437.456435,510.362533
438.066787,510.209945
437.609023,510.515121
437.914199,511.888412
438.219375,512.651382
436.998672,514.024673
436.998672,513.872085
436.846084,513.872085
437.151259,512.956557
437.761611,512.651382
439.28749,512.651382
438.371963,511.583236
438.677138,511.735824
439.28749,511.430648
437.303847,510.515121
437.456435,509.599593
437.609023,508.989242
437.609023,509.904769
438.52455,509.447005
440.050429,510.820296
437.151259,511.27806
438.219375,511.888412
438.219375,512.803969
436.998672,513.109145
438.371963,513.566909
438.371963,512.803969
437.761611,513.872085
440.508193,513.719497
439.897842,512.04103
437.761611,512.04103
438.066787,511.125472
436.998672,510.667709
436.235732,510.362533
438.982314,510.209945
438.52455,511.125472
438.066787,510.820296
440.203017,511.27806
438.829726,511.430648
437.761611,511.888412
438.829726,512.651382
437.456435,513.109145
437.456435,514.329848
439.745254,514.635024
437.761611,515.092788
438.52455,514.177261
440.508193,512.803969
437.151259,512.346206
437.303847,511.583236
438.52455,512.04103
436.540908,512.346206
438.219375,511.583236
439.28749,510.667709
438.066787,509.752181
439.440078,510.515121
440.050429,510.362533
437.914199,512.04103
437.761611,512.04103
437.914199,513.261733
436.38832,513.719497
438.066787,513.872085
438.371963,514.329848
438.066787,514.177261
439.134902,512.956557
438.829726,512.04103
436.235732,511.735824
437.456435,511.735824
436.846084,511.125472
437.761611,510.667709
438.829726,509.599593
438.52455,509.14183
438.066787,509.294417
438.371963,509.752181
437.151259,511.27806
435.777968,511.430648
436.38832,512.04103
436.846084,512.956557
437.456435,512.956557
439.440078,513.109145
438.829726,512.498794
437.456435,512.956557
438.829726,512.803969
437.303847,512.346206
436.38832,511.430648
438.066787,509.599593
437.609023,509.904769
438.219375,509.599593
439.897842,509.599593
437.456435,508.989242
437.303847,509.14183
438.066787,509.294417
437.151259,510.057357
437.761611,511.125472
439.134902,510.972884
438.677138,511.888412
439.440078,512.956557
439.897842,512.651382
438.371963,513.414321
438.677138,512.803969
439.134902,511.735824
436.998672,511.888412
436.998672,511.888412
438.219375,510.362533
439.134902,510.667709
438.371963,509.904769
439.592666,510.515121
439.592666,509.904769
437.456435,509.294417
438.829726,510.057357
438.677138,509.599593
437.456435,510.057357
439.440078,510.820296
439.134902,511.583236
437.914199,512.498794
440.203017,513.261733
438.219375,513.414321
436.846084,512.04103
438.829726,512.04103
437.151259,512.346206
437.303847,511.27806
439.897842,511.583236
439.28749,510.515121
438.982314,510.362533
440.660781,510.209945
438.219375,509.294417
438.219375,509.599593
439.592666,509.904769
438.219375,510.209945
438.677138,509.904769
440.203017,510.820296
439.28749,511.735824
440.355605,511.888412
439.440078,511.735824
437.609023,511.125472
439.134902,511.583236
440.660781,512.651382
440.050429,511.888412
441.271133,511.27806
441.42372,509.599593
439.28749,509.294417
440.355605,508.531478
439.592666,509.294417
439.134902,509.447005
439.745254,509.904769
439.440078,509.599593
439.440078,508.989242
441.271133,508.989242
441.42372,509.752181
440.050429,510.362533
440.965957,511.430648
439.745254,510.820296
438.829726,510.667709
440.965957,510.057357
440.660781,510.515121
440.660781,510.362533
442.18666,510.057357
441.271133,510.057357
439.134902,508.684066
440.355605,509.294417
439.897842,509.599593
438.982314,508.836654
441.118545,509.14183
441.118545,508.531478
441.271133,509.599593
442.797011,509.752181
441.118545,509.904769
439.592666,510.209945
440.965957,510.209945
440.050429,510.209945
441.271133,510.362533
442.644424,510.362533
441.118545,510.209945
440.660781,509.904769
441.576308,510.820296
439.745254,510.057357
441.118545,509.904769
441.728896,509.599593
440.660781,508.836654
441.271133,508.684066
442.797011,509.14183
442.034072,510.209945
443.559951,510.057357
441.881484,509.752181
439.592666,509.14183
441.576308,508.531478
441.118545,508.37889
440.508193,508.226302
442.644424,508.836654
441.728896,509.447005
441.728896,509.447005
443.559951,509.904769
441.881484,509.447005
441.118545,508.989242
442.18666,508.073714
441.271133,508.226302
442.034072,509.294417
445.391006,508.836654
442.644424,509.599593
442.491836,508.226302
442.797011,508.073714
440.965957,507.463363
442.034072,507.463363
442.034072,507.463363
442.339248,507.005599
442.034072,507.005599
444.170302,508.226302
445.08583,508.073714
443.407363,507.768539
443.559951,507.768539
442.644424,507.158187
442.18666,508.073714
443.102187,508.836654
443.712539,508.836654
442.797011,508.684066
443.559951,507.921126
443.865127,508.073714
443.559951,507.463363
443.254775,508.531478
442.949599,507.615951
442.491836,507.921126
444.017715,507.463363
444.32289,506.700423
443.559951,506.700423
445.08583,506.24266
444.475478,507.463363
443.102187,507.310775
443.559951,507.615951
442.644424,507.615951
441.881484,507.310775
444.628066,507.921126
444.780654,508.073714
443.712539,507.768539
446.001357,507.463363
444.475478,507.921126
443.254775,508.37889
444.780654,507.615951
442.797011,507.158187
442.949599,507.005599
444.780654,505.174544
444.475478,505.784896
444.475478,505.021957
445.696181,505.632308
442.644424,506.395248
442.949599,505.784896
444.780654,506.395248
442.797011,506.24266
444.933242,507.158187
446.459121,507.463363
443.407363,507.310775
445.391006,508.37889
445.08583,507.615951
441.728896,507.615951
443.254775,507.158187
443.102187,507.005599
442.339248,506.700423
444.32289,505.47972
444.170302,505.784896
443.254775,505.174544
445.238418,505.784896
443.102187,505.47972
442.18666,505.327132
444.32289,505.937484
442.949599,505.174544
442.644424,506.395248
445.391006,507.158187
444.017715,508.073714
443.559951,509.447005
444.017715,508.226302
441.576308,507.768539
442.034072,506.700423
443.407363,507.463363
442.644424,507.310775
443.865127,506.700423
445.08583,506.395248
443.865127,504.869369
444.170302,505.021957
443.407363,505.021957
442.18666,504.411605
442.797011,505.327132
443.102187,505.632308
442.644424,507.615951
444.780654,507.615951
444.933242,508.226302
442.949599,508.37889
442.949599,507.921126
442.949599,508.836654
442.339248,508.226302
443.407363,508.531478
444.780654,507.768539
443.407363,506.700423
444.628066,506.853011
444.017715,505.632308
442.18666,505.47972
442.949599,505.327132
442.797011,505.47972
442.034072,505.632308
443.407363,506.24266
443.102187,506.853011
442.644424,506.547835
444.780654,507.768539
444.170302,508.073714
442.18666,508.37889
442.949599,509.447005
442.797011,509.447005
442.797011,509.447005
442.18666,509.294417
444.017715,507.768539
443.559951,507.005599
442.797011,506.24266
444.32289,506.090072
442.644424,506.853011
441.728896,505.784896
443.407363,505.632308
441.881484,505.174544
443.407363,505.174544
445.238418,506.24266
443.407363,505.937484
444.32289,507.158187
444.475478,507.768539
441.881484,508.684066
442.491836,509.294417
442.644424,508.836654
442.034072,509.294417
443.865127,508.684066
443.865127,507.768539
442.491836,507.310775
444.017715,506.853011
443.407363,507.158187
441.881484,506.395248
443.102187,506.090072
442.18666,504.869369
442.339248,505.174544
444.017715,505.784896
442.797011,506.090072
442.18666,508.531478
443.102187,507.615951
441.118545,508.684066
441.271133,509.294417
442.491836,508.989242
441.728896,509.294417
442.18666,508.989242
444.32289,509.752181
443.407363,508.531478
443.254775,507.463363
442.491836,507.310775
441.271133,506.395248
442.491836,507.158187
442.491836,505.937484
441.271133,505.47972
443.102187,506.700423
443.712539,507.005599
442.491836,507.310775
442.339248,507.158187
441.42372,508.073714
441.881484,508.989242
442.339248,508.989242
442.339248,509.599593
442.034072,510.515121
444.017715,510.820296
442.797011,509.14183
441.118545,507.615951
441.576308,507.310775
441.271133,507.310775
440.508193,507.615951
441.42372,506.395248
442.034072,506.547835
442.339248,506.395248
444.170302,505.784896
442.949599,506.24266
441.881484,506.547835
442.491836,507.921126
442.034072,508.073714
441.271133,509.14183
444.017715,510.362533
443.102187,509.752181
442.339248,509.752181
443.712539,508.836654
442.491836,509.14183
442.797011,508.531478
443.407363,507.921126
441.881484,507.615951
443.254775,507.463363
444.475478,506.395248
443.102187,506.090072
444.475478,506.24266
445.543593,507.463363
442.644424,507.768539
442.034072,508.073714
442.644424,507.615951
442.034072,509.294417
444.32289,509.904769
444.32289,509.447005
443.102187,509.904769
444.933242,509.447005
444.32289,510.515121
442.644424,509.447005
443.865127,509.14183
442.797011,507.768539
443.102187,507.158187
444.933242,507.310775
443.865127,507.158187
443.102187,507.158187
443.102187,507.158187
444.780654,507.463363
442.491836,507.310775
442.034072,508.073714
443.559951,507.158187
442.491836,507.921126
443.559951,508.684066
445.696181,508.836654
444.017715,510.057357
444.475478,508.989242
444.475478,509.752181
442.491836,508.531478
442.797011,508.37889
442.644424,508.226302
442.644424,507.768539
443.559951,506.853011
444.32289,507.005599
442.949599,507.463363
443.712539,507.005599
444.170302,506.700423
442.339248,507.310775
442.949599,506.547835
443.559951,507.005599
442.644424,507.768539
444.170302,507.768539
444.475478,508.531478
442.644424,506.853011
442.644424,508.073714
441.881484,507.005599
441.42372,507.921126
443.254775,508.226302
442.949599,507.463363
442.18666,507.921126
444.475478,506.700423
443.865127,506.547835
442.18666,505.937484
443.102187,506.090072
441.728896,507.005599
441.576308,507.768539
443.407363,507.615951
442.18666,506.700423
442.339248,506.700423
444.170302,507.921126
442.491836,506.547835
441.42372,507.158187
442.644424,507.310775
441.42372,507.615951
442.339248,508.073714
444.32289,507.463363
442.491836,507.615951
443.407363,506.395248
444.017715,506.395248
441.271133,506.090072
441.42372,506.395248
442.339248,507.615951
440.355605,507.005599
442.339248,507.921126
442.491836,506.547835
442.034072,507.005599
444.170302,506.853011
443.407363,507.615951
441.42372,507.768539
442.644424,507.158187
442.18666,507.615951
441.881484,508.37889
443.712539,507.921126
442.797011,507.921126
442.644424,507.768539
444.017715,509.294417
442.18666,508.37889
440.965957,508.073714
442.797011,508.684066
442.491836,508.531478
442.644424,508.073714
444.628066,507.158187
443.254775,508.226302
443.865127,508.226302
443.102187,507.921126
441.42372,508.073714
442.034072,506.853011
442.949599,507.768539
442.034072,507.005599
442.949599,507.768539
444.780654,508.684066
443.712539,508.531478
443.407363,508.531478
442.949599,508.37889
441.576308,508.836654
442.949599,508.226302
443.254775,508.37889
442.797011,508.531478
443.712539,508.073714
443.102187,508.531478
442.18666,508.531478
442.034072,508.073714
441.42372,507.768539
440.660781,506.090072
442.339248,506.24266
442.491836,507.158187
442.18666,506.700423
444.017715,507.615951
443.712539,507.921126
443.712539,507.921126
441.118545,507.463363
441.271133,506.700423
441.118545,508.073714
440.660781,507.768539
442.491836,508.684066
441.576308,508.684066
441.118545,507.921126
443.254775,507.921126
441.271133,507.768539
440.355605,506.853011
442.18666,507.310775
440.660781,505.632308
440.660781,505.784896
443.102187,505.632308
442.339248,506.090072
442.949599,505.47972
443.407363,505.174544
440.355605,505.937484
441.118545,506.395248
441.881484,507.463363
440.050429,507.615951
441.118545,507.615951
443.559951,509.294417
441.728896,508.226302
442.949599,508.37889
442.339248,507.463363
440.508193,508.073714
441.728896,507.463363
441.42372,507.463363
440.965957,506.395248
442.797011,505.327132
441.881484,505.327132
440.965957,505.021957
442.949599,505.47972
440.355605,505.47972
439.897842,506.547835
442.18666,507.463363
441.118545,507.768539
442.18666,508.37889
443.865127,508.531478
442.644424,508.989242
441.881484,509.14183
442.18666,509.14183
440.660781,509.294417
440.813369,508.37889
442.339248,507.768539
441.576308,507.463363
442.644424,506.547835
443.102187,507.158187
443.407363,507.158187
442.644424,507.158187
442.949599,507.310775
441.881484,507.310775
442.339248,507.768539
443.559951,508.226302
443.102187,509.294417
443.559951,509.447005
443.559951,509.752181
442.18666,511.125472
441.728896,511.430648
442.18666,511.430648
441.118545,509.447005
442.644424,508.37889
444.170302,508.989242
443.712539,508.836654
443.865127,508.836654
444.017715,508.37889
442.339248,508.073714
442.18666,507.158187
442.644424,507.158187
441.576308,507.921126
443.865127,508.531478
443.254775,509.447005
442.034072,509.752181
444.017715,511.430648
442.644424,511.583236
441.118545,511.583236
443.865127,512.04103
442.644424,511.125472
442.339248,510.820296
445.08583,510.057357
444.32289,509.599593
443.407363,509.294417
444.32289,508.37889
441.271133,507.615951
441.728896,507.463363
443.865127,507.615951
442.339248,507.615951
443.102187,507.921126
445.08583,509.294417
442.644424,508.836654
444.475478,509.752181
444.170302,509.904769
441.271133,510.820296
442.797011,511.430648
442.949599,511.583236
441.881484,511.888412
444.780654,510.515121
443.865127,509.752181
441.576308,508.684066
443.102187,507.921126
443.102187,507.921126
441.118545,508.531478
440.965957,507.921126
443.102187,508.226302
442.644424,507.768539
442.644424,507.463363
444.170302,508.531478
443.102187,508.37889
442.034072,509.14183
442.339248,509.599593
440.965957,511.27806
441.118545,511.888412
442.644424,511.735824
441.118545,511.888412
442.797011,510.362533
444.32289,510.667709
443.102187,510.820296
441.728896,509.599593
441.42372,509.294417
441.728896,509.294417
443.102187,509.14183
444.017715,508.836654
443.254775,507.768539
443.254775,508.073714
443.865127,508.531478
442.18666,509.752181
441.728896,510.362533
442.949599,510.820296
442.034072,511.27806
443.254775,510.972884
444.170302,510.972884
444.170302,510.362533
444.628066,511.125472
444.170302,510.972884
441.881484,510.057357
442.18666,509.294417
443.407363,508.684066
442.18666,508.073714
443.102187,507.615951
443.865127,507.921126
442.949599,508.836654
444.32289,508.531478
443.407363,508.531478
440.965957,508.37889
443.254775,508.989242
443.407363,509.294417
443.102187,510.209945
445.391006,510.515121
444.32289,509.599593
442.644424,509.14183
444.017715,509.599593
442.034072,509.599593
441.42372,508.836654
443.559951,507.158187
442.644424,507.768539
442.797011,507.158187
444.933242,507.615951
443.407363,508.37889
443.254775,507.158187
442.949599,507.005599
441.576308,506.853011
443.254775,507.768539
443.559951,507.921126
441.881484,508.531478
443.712539,508.989242
444.017715,508.836654
441.576308,508.531478
441.881484,507.921126
442.034072,507.158187
441.271133,508.37889
442.491836,507.463363
442.339248,507.005599
442.491836,506.24266
444.475478,507.158187
442.644424,506.395248
440.508193,505.174544
441.118545,506.24266
440.965957,506.547835
440.660781,507.463363
441.881484,506.853011
441.881484,506.853011
441.118545,507.310775
442.491836,506.547835
441.576308,507.005599
440.203017,506.853011
441.118545,507.310775
441.271133,507.158187
441.728896,507.463363
442.949599,507.005599
441.881484,505.174544
440.660781,505.174544
441.118545,505.021957
440.203017,505.937484
440.355605,507.005599
441.118545,506.24266
440.660781,506.547835
441.728896,506.395248
443.712539,506.700423
442.491836,506.853011
441.42372,505.937484
441.271133,506.395248
439.745254,506.547835
439.897842,507.463363
441.728896,506.700423
441.271133,506.090072
441.271133,506.090072
441.576308,506.090072
441.42372,505.47972
440.355605,506.395248
441.118545,506.853011
442.034072,507.005599
439.745254,506.853011
440.203017,505.937484
441.881484,506.700423
442.034072,505.937484
443.712539,506.547835
442.797011,506.547835
439.745254,505.47972
439.592666,505.47972
440.050429,506.395248
439.745254,507.158187
442.339248,506.700423
441.728896,506.24266
440.813369,507.158187
442.644424,507.463363
442.18666,508.836654
439.897842,507.310775
441.576308,506.700423
440.813369,507.463363
440.965957,507.310775
443.712539,508.37889
441.881484,507.158187
440.813369,507.158187
442.797011,507.615951
440.508193,506.395248
440.203017,505.937484
441.576308,505.784896
441.271133,507.310775
441.881484,507.310775
442.797011,507.158187
442.18666,507.463363
442.797011,507.615951
442.491836,508.226302
440.050429,507.768539
441.576308,508.531478
442.18666,508.073714
440.813369,507.310775
442.339248,508.073714
442.18666,507.005599
441.881484,507.921126
442.644424,507.615951
441.271133,506.547835
441.118545,505.327132
442.034072,505.174544
442.18666,506.853011
441.576308,506.395248
443.407363,507.310775
442.797011,507.310775
441.118545,506.547835
441.118545,507.310775
440.813369,507.615951
440.508193,508.684066
442.644424,508.684066
442.18666,508.37889
442.034072,508.226302
443.712539,507.768539
443.559951,507.921126
440.965957,506.547835
442.18666,505.784896
441.728896,505.937484
441.42372,506.090072
443.559951,506.547835
442.644424,505.632308
441.881484,506.395248
443.407363,506.24266
442.339248,506.700423
440.355605,507.005599
442.644424,507.310775
441.271133,508.989242
442.034072,508.836654
444.475478,509.14183
442.491836,508.836654
443.407363,507.921126
444.32289,508.073714
441.42372,507.463363
441.728896,507.768539
443.102187,507.463363
441.118545,506.853011
442.949599,505.937484
443.712539,505.632308
442.18666,506.24266
443.865127,506.090072
443.407363,506.395248
440.508193,507.005599
442.491836,507.158187
442.644424,508.989242
441.42372,508.37889
444.170302,509.14183
443.254775,508.989242
441.881484,508.989242
442.949599,509.14183
440.355605,507.615951
440.813369,507.615951
443.102187,507.310775
441.881484,506.547835
442.949599,506.24266
445.391006,505.937484
445.391006,505.937484
443.865127,505.632308
442.339248,505.632308
442.949599,505.47972
441.42372,506.700423
442.339248,507.158187
443.407363,508.073714
442.644424,507.921126
443.712539,508.684066
443.559951,509.599593
442.18666,509.294417
441.881484,509.904769
442.644424,508.37889
442.797011,508.531478
442.949599,507.158187
443.865127,506.700423
443.559951,507.158187
444.475478,507.005599
444.628066,507.310775
442.644424,506.853011
442.034072,506.24266
442.949599,506.700423
442.797011,507.615951
443.102187,509.14183
443.559951,508.531478
442.797011,509.447005
443.407363,510.362533
444.017715,510.667709
441.728896,511.125472
442.491836,509.752181
442.797011,509.447005
442.034072,508.37889
443.407363,508.531478
443.559951,508.073714
441.576308,507.768539
442.949599,507.615951
442.18666,507.158187
440.050429,506.24266
442.797011,506.547835
442.18666,506.700423
441.576308,508.073714
444.933242,508.684066
443.254775,509.752181
442.034072,509.294417
443.407363,509.904769
441.728896,510.667709
440.813369,510.362533
442.797011,510.209945
441.271133,509.14183
442.644424,509.447005
444.017715,507.615951
442.18666,507.463363
442.491836,507.921126
443.407363,506.395248
440.813369,506.090072
441.881484,506.24266
443.254775,506.853011
441.881484,507.463363
444.017715,507.615951
443.712539,508.226302
440.965957,508.37889
441.881484,508.226302
440.965957,508.989242
440.355605,510.209945
442.491836,509.904769
442.18666,508.989242
441.576308,508.073714
444.475478,507.768539
444.170302,507.615951
441.576308,507.005599
441.576308,506.547835
440.508193,506.24266
440.965957,505.784896
443.559951,506.700423
443.254775,506.395248
442.644424,506.090072
442.949599,507.158187
441.42372,507.615951
441.728896,509.752181
442.644424,510.057357
442.339248,509.752181
442.949599,510.362533
443.559951,508.073714
443.102187,508.684066
442.797011,507.921126
444.170302,508.226302
443.102187,508.37889
441.42372,506.700423
442.034072,506.700423
442.797011,506.395248
443.712539,506.853011
444.628066,506.24266
443.407363,506.24266
443.407363,507.463363
445.238418,507.768539
443.102187,509.14183
442.644424,507.921126
443.254775,507.921126
443.254775,507.921126
442.339248,508.836654
444.32289,508.37889
445.543593,508.989242
443.407363,508.37889
443.712539,508.073714
443.559951,507.310775
441.42372,505.327132
443.254775,505.632308
443.865127,505.174544
442.339248,505.47972
444.780654,505.937484
444.170302,506.24266
443.102187,506.547835
444.780654,505.784896
442.339248,505.937484
440.813369,506.24266
443.865127,507.005599
443.254775,508.37889
443.712539,507.921126
445.543593,507.615951
442.797011,506.700423
441.42372,505.632308
444.017715,506.547835
442.797011,506.547835
444.017715,505.784896
444.475478,504.564193
443.407363,505.784896
445.238418,506.395248
445.696181,506.090072
443.254775,505.784896
442.644424,504.564193
442.797011,505.784896
442.644424,506.547835
444.933242,507.768539
444.170302,507.768539
443.407363,506.853011
445.391006,507.158187
444.32289,506.700423
443.559951,507.768539
444.017715,506.700423
443.712539,507.615951
444.170302,507.463363
444.628066,506.24266
443.407363,505.937484
443.712539,505.937484
444.933242,506.24266
443.407363,506.700423
442.339248,506.395248
443.254775,507.005599
443.407363,506.853011
444.017715,507.310775
444.933242,506.853011
444.475478,506.547835
444.32289,506.853011
445.08583,507.463363
443.865127,508.37889
442.797011,508.073714
443.712539,507.768539
443.407363,507.158187
443.559951,506.24266
445.238418,506.24266
444.017715,506.090072
444.32289,506.547835
444.933242,507.463363
442.797011,507.158187
442.644424,506.090072
444.628066,505.937484
444.017715,506.547835
446.459121,506.853011
446.153945,506.700423
443.407363,505.937484
443.559951,507.310775
442.949599,507.005599
441.42372,506.547835
442.644424,506.395248
443.712539,506.24266
443.102187,506.547835
446.306533,507.615951
445.08583,506.853011
442.644424,507.310775
443.865127,506.24266
443.407363,506.700423
442.491836,507.615951
445.08583,506.395248
443.559951,506.853011
443.712539,506.395248
445.238418,506.547835
443.102187,505.47972
442.034072,505.327132
443.407363,506.395248
443.407363,506.700423
444.017715,506.700423
444.780654,506.853011
443.712539,507.310775
444.780654,507.921126
445.848769,508.073714
443.712539,508.684066
442.797011,507.615951
443.254775,508.073714
441.881484,508.531478
444.017715,508.37889
444.017715,508.37889
445.08583,508.989242
443.712539,507.921126
443.712539,507.463363
443.559951,507.158187
442.491836,506.547835
444.32289,507.768539
444.475478,508.226302
442.18666,508.836654
443.712539,507.615951
443.407363,508.37889
443.712539,509.599593
444.170302,509.294417
442.339248,509.447005
441.118545,508.684066
442.339248,509.294417
442.034072,509.599593
442.034072,509.294417
444.017715,509.447005
443.865127,508.37889
443.102187,508.226302
443.254775,507.615951
441.576308,507.310775
440.965957,507.005599
442.644424,507.005599
441.881484,508.37889
442.644424,507.615951
443.712539,507.768539
442.491836,508.073714
440.965957,508.531478
442.644424,509.752181
442.034072,510.515121
441.576308,510.209945
443.865127,509.599593
443.102187,509.294417
443.102187,509.294417
444.32289,508.531478
442.034072,508.989242
441.42372,507.768539
442.339248,507.463363
440.050429,507.310775
441.881484,507.158187
443.712539,507.310775
442.034072,507.310775
443.102187,508.226302
443.559951,508.989242
441.118545,509.904769
442.491836,511.125472
443.254775,510.515121
441.42372,511.27806
442.949599,510.057357
442.491836,510.362533
442.034072,510.362533
443.254775,509.752181
441.728896,510.057357
440.050429,508.989242
441.881484,508.684066
441.42372,508.531478
441.118545,507.005599
443.254775,507.310775
442.18666,507.921126
441.728896,509.294417
443.407363,509.599593
441.118545,510.362533
440.050429,510.362533
441.728896,510.515121
440.203017,510.972884
440.660781,510.667709
442.491836,511.583236
441.728896,511.583236
441.576308,510.362533
440.965957,508.989242
438.982314,508.226302
440.203017,508.226302
441.271133,507.921126
440.508193,507.921126
442.034072,508.37889
441.881484,507.921126
440.355605,508.073714
440.203017,508.073714
439.592666,508.37889
438.829726,508.989242
439.592666,509.752181
441.271133,511.27806
440.965957,511.735824
441.42372,510.820296
441.271133,509.752181
439.745254,509.14183
440.050429,508.836654
439.745254,508.226302
438.829726,508.37889
440.660781,507.768539
440.660781,507.921126
439.28749,507.158187
440.203017,505.021957
439.28749,505.784896
438.677138,507.158187
440.355605,508.531478
440.050429,509.14183
438.371963,509.14183
440.660781,510.057357
440.660781,510.057357
440.813369,509.752181
439.745254,510.209945
441.881484,509.904769
440.355605,509.752181
439.134902,509.447005
440.508193,508.226302
438.371963,507.768539
438.829726,507.005599
441.576308,506.853011
440.508193,506.700423
441.42372,506.24266
441.728896,505.937484
439.592666,507.005599
440.508193,508.37889
441.42372,508.836654
438.982314,508.989242
440.660781,509.294417
441.728896,510.209945
440.660781,510.820296
442.797011,511.27806
440.203017,510.515121
437.303847,509.599593
440.355605,508.226302
440.355605,508.531478
440.203017,508.226302
442.797011,508.073714
441.576308,507.615951
440.813369,507.158187
441.42372,508.531478
439.134902,507.310775
438.982314,507.921126
440.813369,509.14183
440.660781,510.362533
440.203017,511.583236
440.965957,510.820296
440.203017,512.04103
440.050429,511.735824
440.508193,512.803969
439.28749,511.735824
439.745254,510.209945
441.42372,509.904769
441.42372,509.447005
441.118545,510.209945
441.576308,508.684066
440.050429,508.531478
440.355605,508.37889
440.508193,508.226302
439.745254,509.14183
439.440078,508.836654
441.118545,510.515121
440.660781,510.820296
441.271133,511.430648
441.881484,512.651382
440.660781,512.04103
440.660781,513.109145
441.118545,511.888412
439.28749,511.125472
440.355605,511.27806
441.881484,510.209945
440.050429,509.904769
441.271133,509.447005
441.118545,509.599593
439.28749,508.684066
440.813369,508.836654
440.203017,508.531478
439.28749,508.684066
441.271133,510.820296
441.42372,510.972884
441.271133,511.583236
442.18666,511.583236
439.745254,511.735824
437.914199,512.346206
440.965957,511.888412
439.28749,511.735824
439.897842,511.583236
442.797011,510.972884
440.813369,510.972884
440.508193,509.14183
442.339248,509.599593
440.355605,509.294417
440.508193,508.989242
441.42372,509.294417
440.355605,508.37889
441.881484,510.820296
443.102187,510.362533
440.813369,510.362533
440.660781,511.430648
440.203017,510.820296
439.440078,513.414321
440.965957,512.651382
441.271133,511.583236
440.050429,511.125472
441.881484,510.667709
442.491836,510.209945
440.965957,508.836654
441.118545,508.989242
440.660781,509.14183
439.28749,508.989242
440.508193,509.294417
440.203017,507.921126
441.271133,508.531478
441.271133,508.531478
441.576308,508.531478
440.813369,510.057357
440.508193,511.125472
440.508193,511.27806
439.897842,511.125472
439.897842,510.667709
441.271133,510.515121
441.118545,510.515121
441.271133,510.209945
442.034072,510.667709
440.965957,509.447005
438.982314,508.989242
439.592666,507.463363
439.592666,507.921126
440.203017,508.073714
441.576308,508.37889
441.576308,508.836654
440.965957,508.37889
441.881484,509.447005
440.813369,509.904769
440.355605,510.820296
441.576308,510.972884
439.897842,509.904769
440.050429,510.515121
442.034072,510.209945
440.660781,510.972884
441.271133,511.583236
441.42372,509.14183
437.914199,509.14183
440.660781,508.37889
441.728896,509.294417
440.508193,509.447005
441.881484,508.989242
441.42372,509.447005
440.050429,508.684066
441.881484,508.836654
440.508193,508.836654
438.982314,510.209945
440.660781,509.904769
439.745254,510.820296
439.28749,511.27806
442.949599,510.515121
441.42372,511.125472
440.508193,510.667709
441.42372,510.362533
439.440078,510.667709
440.355605,508.989242
441.728896,509.14183
439.897842,508.989242
441.271133,508.989242
442.339248,510.057357
440.813369,508.836654
441.271133,510.362533
440.965957,508.836654
438.52455,509.447005
440.508193,510.515121
441.576308,510.362533
441.42372,511.125472
442.491836,509.14183
442.034072,509.599593
440.660781,510.057357
441.118545,510.820296
440.508193,511.125472
439.897842,509.904769
440.508193,508.684066
441.118545,507.768539
441.271133,508.684066
441.881484,509.14183
440.965957,508.37889
440.050429,509.447005
440.508193,508.226302
440.660781,509.447005
440.355605,508.684066
440.965957,508.684066
441.271133,508.989242
441.118545,508.226302
440.965957,508.989242
440.355605,508.836654
438.219375,509.752181
439.745254,508.684066
440.508193,508.073714
439.28749,508.684066
441.42372,507.463363
441.881484,507.615951
440.660781,507.768539
442.034072,508.37889
440.203017,508.989242
439.134902,507.768539
441.271133,508.226302
439.897842,507.463363
440.050429,508.073714
442.797011,509.14183
440.508193,508.226302
440.508193,509.447005
441.271133,508.684066
439.592666,509.294417
440.813369,509.752181
442.18666,508.684066
440.203017,509.447005
441.42372,508.226302
442.034072,509.294417
442.034072,509.294417
440.965957,508.836654
441.42372,508.531478
440.355605,508.989242
438.371963,508.226302
440.660781,508.684066
441.118545,509.14183
440.508193,509.752181
442.18666,509.14183
440.813369,508.226302
440.355605,509.447005
442.034072,509.14183
440.355605,510.209945
439.745254,509.14183
440.660781,509.599593
439.592666,509.599593
440.660781,509.752181
442.491836,510.667709
440.813369,509.294417
439.28749,509.14183
439.592666,509.447005
439.28749,509.752181
440.813369,510.972884
442.18666,510.209945
441.118545,510.362533
441.42372,508.989242
441.576308,508.989242
440.965957,509.904769
441.118545,510.362533
440.050429,510.057357
438.829726,509.599593
439.745254,510.209945
441.576308,511.125472
442.18666,510.972884
441.271133,510.667709
440.050429,508.684066
439.134902,510.820296
440.660781,510.820296
442.034072,511.27806
440.660781,511.430648
440.355605,509.752181
440.965957,510.209945
