Normal Force (N),Normal Force (N),Normal Force (N),Normal Force (N),Normal Force (N),Normal Force (N),Normal Force (N),Normal Force (N)
920.19,694.71,6.18,-1.58,,,340.98,356.25
930.96,708.34,7.43,-1.88,,,339.82,356.17
940.53,717.19,4.64,-1.96,,,339.27,356.25
942.68,728.84,1.17,0.28,,,338.67,356.54
941.74,742.79,-1.05,1.9,,,338.51,356.71
952.03,748.87,-4.17,3.1,,,338.19,356.3
950.38,753.54,-6.88,4.59,,,337.46,356.14
939.06,758.61,-6.73,5.03,,,336.38,356.32
929.5,764.29,-8.25,4.95,,,336.17,356.84
930.32,768.08,-6.84,4.09,,,336.03,356.98
919.53,771.26,-3.63,1.77,,,334.98,357.04
898.51,774.63,-2.99,0.2,,,334.98,357.25
872.62,775.28,-0.68,-0.4,,,334.72,358.28
857.73,774.09,1.66,-1.34,,,334.02,358.12
843.99,774.11,2.5,-3.22,,,333.54,358.09
823.32,780.23,3.1,-2.78,,,333.33,358.5
815.48,779,3.43,-2.81,,,333.15,358.5
808.2,776.26,2.96,-2.59,,,332.71,358.86
802.95,770.71,1.34,-1.14,,,332.87,359.38
793.96,766.76,1.05,-0.79,,,332.11,360.03
783.55,766.22,1.32,-0.24,,,331.96,359.73
769.46,763.23,1.18,0.78,,,331.98,360.34
759.35,760.47,2.47,1.11,,,331.69,360.54
752.19,752.92,1.3,2.68,,,331.98,360.86
741.34,747.61,-1.5,2.57,,,331.82,361.38
729.96,741.73,-3.97,2.9,,,331.48,361.4
716.43,735.93,-4.42,2.54,,,331.5,361.7
703.1,733.69,-3.65,2.21,,,331.74,362.01
690.33,731.06,-1.93,1.72,,,332.2,362.46
682,729.33,-0.04,0.21,,,332.52,362.52
677.7,724.89,0.8,-0.69,,,332.87,363.25
680.52,719.24,1.88,-1.65,,,332.76,363.66
682.16,713.31,2.47,-2.5,,,332.94,363.88
679.47,705.71,2.52,-2.71,,,333.33,363.72
673.81,698.83,0.58,-2.52,,,333.59,364.62
669.4,693.01,0.24,-2.11,,,333.89,365.21
669.43,688.5,-0.31,-0.88,,,333.94,366.15
671.19,685.66,-1.25,0.92,,,334.83,365.82
673.32,679.93,-1.89,1.61,,,335.43,366.34
677.26,676.94,-1.69,2.48,,,335.35,366.88
682.99,672.19,-1.74,3.05,,,336.23,367.94
690.28,665.72,-2.24,2.59,,,336.37,368.05
695.23,661.77,-1.84,2.05,,,335.96,368.35
692.76,658.31,-2.41,1.69,,,337.25,368.85
690.49,656.02,-1.87,1.31,,,337.78,369.63
690.77,654.41,-1.55,0.48,,,337.6,370.42
689.66,654.38,-0.38,0.43,,,337.95,371.3
688.97,655.89,0,0.38,,,338.03,371.32
689.46,655.87,0.52,1.11,,,338.6,371.79
693.52,656.41,1.41,1,,,338.79,372.83
696.58,656.93,2.03,0.65,,,338.83,373.21
697.43,657.4,2.38,0.15,,,339.26,374.24
696.98,659.08,2.1,-0.39,,,339.29,374.21
698.11,663.43,1.18,0.26,,,340.12,375.27
699.52,668.55,-0.14,1.07,,,339.97,376.25
702.29,673.95,-0.37,0.7,,,340.1,376.34
707.79,679.86,-1.45,1.51,,,340.32,375.99
712.03,686.49,-1.69,2.01,,,340.78,376.88
717.01,691.17,-2.06,2.55,,,340.69,377.92
720.79,695.92,-1.77,2.86,,,341.02,378
723.55,702.04,-1.2,1.9,,,341.09,378.74
726.21,708.86,-0.15,1.71,,,341.34,379.12
729.61,713.72,0.54,0.6,,,341.26,379.31
732.37,718.47,0.7,0.66,,,340.85,379.91
735.57,725.42,0.71,-0.35,,,341.85,380.29
735.99,729.47,-0.08,-0.54,,,341.77,380.76
735.95,733.06,-0.19,-0.98,,,342.02,381.46
736.3,736.43,0.02,-0.19,,,341.85,381.47
737.02,739.17,-0.27,0.28,,,342.06,381.69
737.27,740.88,-0.38,0.73,,,342.34,381.96
737,742.29,-0.93,1.32,,,342.25,382.42
734.61,744.08,-1.36,1.48,,,342.54,382.59
732.8,745.11,-1.37,1.32,,,342.55,382.43
730.25,744.41,-1.96,0.81,,,342.68,382.95
727.32,742.82,-2.75,0.7,,,342.78,383.55
723.83,739.69,-2.97,0.65,,,342.38,383
721.24,736.17,-2.92,0.24,,,342.67,383.64
717.87,734.55,-2.14,0.35,,,342.97,384.13
715.73,732.47,-1.46,0.08,,,342.48,383.99
714.42,732.01,-1.13,-0.47,,,343.08,384.4
714.44,733.51,-0.03,-0.3,,,342.87,384.38
716.19,732.76,-0.22,-0.3,,,342.32,384.54
719.59,731.97,-0.06,-0.49,,,342.89,384.44
722.72,730.88,-0.73,-0.24,,,343.23,384.46
724.22,729.36,-1.37,-0.71,,,342.4,384.87
726.38,726.57,-1.66,-0.41,,,342.39,384.28
729.27,723.08,-1.55,0.27,,,342.56,384.74
731.14,720.82,-1.68,0.75,,,342.27,384.88
732.5,718.85,-1.08,0.89,,,342.24,385.32
733.39,717.06,-1.15,1.06,,,341.72,384.43
736.6,714.47,-1.18,1.25,,,341.47,384.41
738.36,712.37,-0.53,0.86,,,341.53,384.48
742.01,711.34,-0.13,0.48,,,341.37,384.63
747.12,708.84,-0.63,0.79,,,341.52,384.38
751.76,706.76,-0.05,-0.2,,,341.23,384.85
755.2,704.92,-0.23,-0.17,,,340.93,384.95
756.69,702.75,-0.26,0.05,,,341.05,385.37
757.85,701.27,0.94,-0.63,,,340.94,384.55
757.8,699.41,0.85,-0.71,,,340.34,384.82
757.28,698.28,0.5,-0.11,,,340.37,384.85
755.86,697.07,-0.03,-0.06,,,339.77,385.23
754.56,696.05,-0.17,0.35,,,339.64,384.94
752.95,696.01,-0.07,0.51,,,339.16,385.29
752.08,695.73,-0.48,1.16,,,339.02,385.37
752.25,696.14,-0.45,1.74,,,338.54,385.13
751.75,695.96,-0.16,1.79,,,338.85,385.62
750.89,696.39,0.11,1.49,,,338.34,385.27
750.08,696.26,-0.02,1.68,,,337.96,385.35
749.16,696.16,0.17,1.25,,,337.51,385.29
747.91,695.98,0.52,1.22,,,337.72,385.48
746.93,695.09,0.25,0.81,,,337.56,385.32
744.78,694.55,0.69,0.32,,,337.39,385.73
743.43,692.46,0.39,0.37,,,337.43,385.29
741.89,690.76,0.42,-0.23,,,336.97,385.54
741.26,688.05,-0.02,0.07,,,336.67,385.78
741.32,686.53,-0.34,0.39,,,336.7,386.02
741.78,684.09,-0.61,0.2,,,336.62,385.97
741.39,681.3,-0.75,0.07,,,336.17,386.43
742.32,679.05,-1.21,0.82,,,335.95,386.29
741.4,676.56,-1.32,0.96,,,335.98,386.2
741.57,673.47,-1.62,1.13,,,335.34,385.9
740.67,670.37,-1.39,0.53,,,335.3,386.26
739.25,667.63,-1.68,0.99,,,335.6,385.76
739.48,663.27,-1.74,0.88,,,335.57,385.7
739.06,660.89,-1.25,1.05,,,335.23,385.83
739.57,658.83,-0.87,1.05,,,334.85,385.61
740.62,656.45,-0.71,0.94,,,334.69,385.34
742.17,655.03,-0.79,0.21,,,334.85,385.52
743.58,653.93,-0.73,0.61,,,335.15,385.03
744.32,653.22,-0.73,-0.02,,,334.51,384.21
745.33,651.99,-0.65,0.28,,,334.47,385.16
746.57,650.25,-0.17,0.53,,,334.27,384.42
747.38,649.38,-0.73,0.5,,,334.19,384.77
747.58,648.8,-0.43,0.09,,,333.95,384.31
749.58,648.26,-0.32,0.77,,,333.89,383.98
752.46,649.38,-0.64,0.73,,,333.22,383.38
755.62,650.86,-0.97,1.07,,,333.15,383.59
759.12,651.68,-0.18,0.61,,,332.31,382.66
763.95,653.59,-0.24,0.99,,,332.21,382.4
770.27,654.59,-0.18,0.69,,,331.96,381.88
774.53,656.69,-0.16,0.64,,,331.95,381.47
780.24,658.98,-0.11,0.94,,,331.65,381.11
786.12,661.69,0.32,0.45,,,331.23,380.95
791.3,663.93,0.71,0.59,,,330.94,379.83
795.55,667.39,0.76,0.37,,,330.35,379.33
800.64,671.28,0.19,0.61,,,329.84,378.84
805.85,675.23,0.47,0.4,,,329.29,378.7
809.43,679.2,0.38,0.61,,,329.11,377.31
813,682.44,0.25,0.69,,,328.72,377.58
816.92,686.47,0.31,0.31,,,328.55,376.76
820.25,690.04,-0.07,0.45,,,327.43,376.07
822.08,692.66,-0.1,1.27,,,327.34,376.37
823.5,694.95,-0.47,1.45,,,326.81,375.68
826.25,697.74,-0.31,1.21,,,326.49,374.95
828.14,700.75,-0.17,0.56,,,325.71,374.15
828.75,702.78,-0.04,0.83,,,325.02,374.07
829.52,704.12,0.33,0.37,,,324.91,373.77
829.9,706.15,-0.18,0.88,,,323.9,372.98
829.11,706.74,-0.43,0.66,,,323.19,372.81
829.34,706.97,-0.24,0.34,,,322.53,372.62
827.89,706.79,-0.45,0.15,,,322.1,371.78
827.35,706.94,-0.1,0.15,,,321.73,371.45
826.52,706.31,-0.22,-0.2,,,320.92,370.9
826.13,706.28,-0.23,-0.04,,,320.36,370.95
824.75,705.41,-0.65,0.45,,,319.63,370.76
824.39,704.52,-0.84,0.45,,,319.09,370.29
822.65,703.33,-0.47,1.02,,,318.11,370.19
821.39,702.47,-1.11,0.5,,,317.51,369.69
820.08,701.06,-1.13,0.66,,,317.22,369.48
819.15,699.77,-1.24,0.77,,,316.6,369.29
818.78,699.74,-0.78,1.21,,,316.01,369.42
818.09,698.89,-1.13,0.5,,,315.15,369.01
817.62,697.9,-0.2,0.67,,,315.18,369.2
817.35,695.77,-0.67,0.07,,,314.52,368.68
817.77,693.35,-0.94,0.44,,,313.79,368.98
818.33,691.01,-0.81,-0.18,,,313.1,368.76
818.12,688.49,-0.55,-0.02,,,312.83,368.73
819.19,687.16,-0.43,0.23,,,312.3,368.65
819.86,686.01,-0.38,0.23,,,312.16,368.68
820.33,684.62,-0.67,0.28,,,311.78,368.34
821.05,683.09,-0.81,-0.29,,,311.35,368.67
821.1,681.44,-1.16,0.31,,,310.88,368.62
821.74,680.39,-0.71,0.15,,,310.42,368.87
822.19,678.83,-0.57,1.12,,,310.58,368.83
823.2,677.85,-0.87,0.8,,,310.05,368.67
823.25,677.12,-0.82,0.63,,,309.35,368.92
823.17,675.73,-0.4,1.18,,,309.16,369.16
823.57,673.9,-0.26,0.77,,,309.75,369.81
823.65,671.77,-0.27,0.91,,,308.95,369.62
823.72,670.22,-0.46,0.12,,,308.5,370.14
823.96,667.82,-0.46,0.53,,,308.47,369.87
824.8,666.32,-0.25,0.34,,,308.28,370.41
824.7,665.04,-0.7,-0.05,,,308.21,370.52
824.75,663.54,0.13,0.44,,,307.66,370.82
825.68,661.34,0.14,0.33,,,308.15,370.63
825.92,659.3,-0.65,0.42,,,307.16,371.09
826.22,659.02,-0.19,0.34,,,307.4,371.69
826.8,657.34,-0.92,0.23,,,307.27,371.97
827.04,655.95,-0.94,0.47,,,306.95,372.53
826.6,654.04,-0.6,1.05,,,306.57,372.84
826.44,652.77,-0.4,0.44,,,306.74,373.14
825.72,650.97,-0.51,0.83,,,306.21,373.52
825.16,649.27,-0.43,0.28,,,306.36,374
825.22,647.04,-0.6,0.28,,,306.04,374.6
824.28,645.35,-0.49,0.25,,,305.67,374.88
823.3,643.28,-0.43,0.74,,,305.37,375.48
822.26,641.08,-0.24,0.12,,,305.32,375.94
821.5,639.09,-0.11,0.66,,,305.11,376.34
821.1,637.3,-0.43,-0.13,,,304.84,376.78
820.06,634.77,-0.59,0.5,,,304.48,377.27
819.29,632.7,-0.5,0.61,,,303.84,378.03
818.17,630.85,-0.49,0.06,,,303.87,378.96
817.39,628.73,-0.73,0.69,,,303.5,379.83
815.46,625.87,-0.94,0.45,,,303.42,380.18
814.2,624.03,-0.73,0.55,,,303.07,381.05
812.63,621.58,-0.54,0.42,,,302.94,381.73
810.35,619.49,-1.02,0.34,,,302.56,382.55
808.4,617.6,-0.75,0.39,,,302.67,383.28
806.64,616.13,-0.4,0.09,,,302.37,384.02
805.07,613.49,-0.7,0.25,,,301.9,384.64
802.37,612.14,0.19,0.36,,,301.41,385.51
800.16,609.72,-0.29,0.31,,,301.41,386.57
798.24,608.52,0.01,0.25,,,301.12,387.3
796.24,606.09,-0.11,0.55,,,300.79,387.9
793.3,603.14,-0.18,0.01,,,300.93,388.61
790.68,600.94,-0.08,0.25,,,300.07,389.77
788.21,599.11,-0.21,0.33,,,300.07,390.75
786.27,597.45,0.01,0.31,,,300.18,391.21
783.06,595.19,-0.08,0.34,,,299.4,392.11
780.65,594.12,-0.37,1.01,,,299.27,392.73
778.52,592.46,-0.2,0.72,,,299.25,393.08
775.98,590.37,-0.86,0.74,,,298.81,394.31
772.8,589.25,-0.56,1.04,,,298.74,394.47
771.23,587.4,-0.62,0.41,,,298.62,395.75
768.27,586.31,-0.36,0.31,,,297.79,396.07
765.13,584.43,-0.38,0.6,,,298.47,396.53
762.66,583.45,-0.57,0.41,,,297.48,397.4
760.31,582.3,-0.92,0.12,,,297,398.27
757.94,580.59,-1.08,0.36,,,297.3,398.43
755.41,579.57,-0.68,0.28,,,297.05,399.35
752.72,578.05,-0.6,0.01,,,296.73,399.87
750.71,576.47,-0.95,0.55,,,295.98,400.66
748.24,574.81,-0.84,0.58,,,295.74,400.98
744.88,572.39,-0.76,0.39,,,295.1,401.55
743.14,570.68,-1.11,0.14,,,294.83,401.6
741.22,568.2,-0.74,0.58,,,293.83,402.01
737.98,565.97,-0.63,0.36,,,294.25,403.15
735.54,563.58,-0.76,0.44,,,293.71,403.52
733.49,561.57,-0.67,0.06,,,293.5,404.29
731.78,559.63,-0.43,0.31,,,292.53,404.8
729.05,557.26,-0.38,0.49,,,292.06,405.23
726,554.93,-0.51,0.44,,,291.25,405.69
723.7,552.67,-0.54,0.9,,,290.74,406.27
721.22,550.33,-0.25,0.85,,,290.15,406.75
717.82,548.31,-0.27,0.58,,,290.64,407.4
714.76,545.95,-0.35,-0.11,,,289.89,408.35
712.1,543.8,0.41,0.47,,,288.92,408.49
707.81,540.5,-0.09,0.33,,,288.6,409
704.35,538.71,0.01,0.66,,,288.04,409.43
701.53,536.39,0.19,0.66,,,287.61,410.35
698.19,533.8,0,0.74,,,286.77,410.62
695.41,531.18,0.09,0.68,,,286.51,410.86
693.42,529.28,-0.21,0.98,,,285.92,411.43
690.5,527.48,-0.08,0.99,,,285.49,412.34
688.06,525.46,-0.02,0.66,,,285.01,412.44
686.62,523.07,0.33,0.57,,,284.63,412.9
684.36,521.6,0.01,0.71,,,283.65,413.55
682.02,520.45,0.54,0.58,,,283.32,413.82
679.92,518.32,0.22,0.9,,,282.27,414.58
678.03,516.69,0.06,0.82,,,281.62,415.28
675.25,514.95,0.22,0.33,,,281.17,415.17
673.26,513.42,0.53,0.55,,,280.61,415.74
670.8,511.05,-0.24,0.74,,,280,416.12
667.65,509.28,-0.45,0.47,,,279.76,416.63
665.49,508.1,-0.64,0.36,,,278.97,417.23
663.48,507.26,-0.51,0.49,,,278.04,417.79
661.4,504.91,-0.54,0.77,,,277.16,417.93
658.49,503.04,-0.71,0.25,,,277.31,418.79
656.43,500.49,-0.81,0.3,,,276.64,419.31
653.97,498.58,-0.62,0.38,,,276.25,419.77
651.52,496.16,-0.8,0.41,,,274.99,420.66
647.85,494.15,-1.01,0.77,,,274.96,421.5
645.56,492.3,-0.65,0.16,,,273.91,421.25
642.63,489.96,-0.71,0.44,,,273.27,422.01
639.33,487.93,-0.87,0.41,,,272.85,422.94
636.1,486.4,-0.33,0.38,,,272.07,423.5
633.1,484.31,-0.65,0.12,,,271.7,424.07
630.17,482.32,-0.57,0.22,,,271.24,424.56
626.79,480.29,-0.3,0.55,,,270.57,425.01
623.46,478.44,-1.16,0.35,,,269.97,425.93
620.4,476.7,-0.47,0.36,,,269.52,426.26
618.07,474.79,-0.62,0.58,,,268.96,426.56
614.39,472.83,-0.92,0.65,,,267.78,426.95
611.47,470.71,-0.43,0.11,,,267.81,427.28
609.04,468.86,-0.59,0.28,,,267.09,428.14
606.77,467.26,-0.81,0.68,,,266.79,428.61
603.78,465.82,-0.08,0.58,,,266.32,429.5
601.38,463.23,-0.14,0.12,,,265.7,430.2
599.16,460.84,-0.62,0.52,,,265.54,430.12
596.19,459.18,-0.22,0.69,,,265.13,430.74
593.19,457.3,0.03,0.74,,,264.98,430.87
590.63,454.45,0.11,0.54,,,264.96,431.8
587.87,453.17,-0.23,0.77,,,264.88,431.95
585.38,451.43,0.14,0.71,,,264.08,432.63
582.04,449.31,0.33,1.01,,,263.78,433.06
579.5,446.91,0.17,0.74,,,263.54,433.19
576.64,445.52,-0.48,0.57,,,263.39,433.27
573.24,443.98,-0.15,0.93,,,263.15,433.48
570.85,441.88,-0.16,0.31,,,262.94,434.1
568.87,439.91,0.35,1.11,,,262.4,434.76
565.82,437.83,0.06,0.54,,,262.79,434.64
562.71,436.08,-0.43,0.71,,,262.32,435.67
560.59,434.04,0,0.43,,,261.93,435.65
557.9,432.33,-0.62,0.05,,,261.98,435.88
554.3,429.71,-0.11,0.65,,,262.1,436.72
552.08,427.92,-0.2,0.52,,,261.57,436.96
549.35,426.1,-0.54,0.52,,,261.45,437.53
546.73,423.84,-0.54,0.49,,,261.44,437.67
542.84,421.94,-0.35,0.11,,,260.85,438.26
540.58,419.3,-0.46,0.14,,,260.94,438.96
538.14,417.61,-0.43,0.6,,,260.35,439.2
535.37,416.1,-0.93,0.38,,,260.24,439.2
532.05,414.11,-0.55,0.41,,,260.01,440.07
530.09,412.2,-1.03,0.3,,,259.85,440.55
526.71,409.98,-0.81,0.65,,,259.69,440.82
524.12,407.85,-0.35,0.25,,,259.11,441.46
520.57,405.79,-0.68,0.49,,,258.79,442.03
517.94,403.37,-0.46,0.46,,,258.37,442.33
515.32,401.38,-0.81,0.43,,,258.18,442.52
511.76,399.66,-0.54,0.41,,,257.33,443.7
509.29,397.7,-0.57,0.33,,,257.6,443.86
507.02,396.04,-0.08,0.19,,,256.84,444.62
504.35,394.55,-0.14,0.79,,,256.31,445.46
500.48,393.38,-0.3,0.19,,,256.48,445.62
498.93,391.47,-0.6,0.16,,,256.38,446.43
496.67,390.08,-0.45,0.71,,,255.71,446.21
494.05,388.5,-0.67,0.52,,,254.99,446.83
491.69,387.39,-0.16,0.52,,,254.99,447.15
489.06,386.52,-0.54,0.41,,,254.33,447.77
487.32,384.42,-0.29,0.38,,,253.9,448.42
484.64,383.76,-0.68,0.35,,,253.36,448.68
483.05,382.78,-0.22,0.55,,,253.21,448.97
480.93,381.53,-0.43,0.65,,,253.07,449.49
478.37,380.08,-1,0.27,,,252.25,449.89
476.69,379.1,0.13,0.25,,,251.53,450.32
474.27,377.1,-0.64,0.93,,,251.36,450.07
472.91,375.56,-0.21,0.77,,,251.37,450.66
470.13,374.35,-0.46,0.16,,,251.02,450.98
467.98,372.31,-0.05,0.48,,,251.11,451.06
466.48,371.21,0.08,0.22,,,250.4,451.3
464.2,368.98,-0.62,0.35,,,250.01,451.73
461.6,368.22,-0.11,0.11,,,250.03,452.21
459.49,365.98,-0.03,0.49,,,249.88,452.72
457.53,364.21,-0.45,0.39,,,249.85,451.76
455.57,361.41,-0.11,0.58,,,249.15,453.01
453.3,359.58,-0.51,0.63,,,249.33,453.41
451.26,357.73,-0.24,0.44,,,248.62,452.97
448.91,354.74,-0.51,0.46,,,248.85,452.88
446.57,352.84,-0.07,0.9,,,248.36,452.93
444.37,351.06,0.08,0.35,,,248.96,453.17
441.87,347.64,-0.48,0.57,,,248.28,453
439.42,345.9,-0.19,0.87,,,248.28,452.89
436.91,343.89,-0.19,0.6,,,248.47,453.37
434.25,341.25,-0.17,0.51,,,247.85,452.79
431.29,338.83,-0.14,0.54,,,247.99,453.16
429.25,336.95,-0.32,0.74,,,248.1,453.27
426.71,334.93,-0.29,0.38,,,248.13,452.88
424.12,332.19,-0.38,0.44,,,247.92,453.14
421.76,329.44,-0.37,0.68,,,248.17,452.92
419.72,327.35,-0.83,0.46,,,247.81,452.79
417.4,325.39,-0.48,0.76,,,247.92,452.94
414.53,323.05,-0.94,0.7,,,248.27,452.97
412.08,320.35,-0.93,0.66,,,247.55,452.71
409.7,318.5,-0.22,0.48,,,248.11,452.68
406.81,316.38,-0.59,0.49,,,247.92,452.95
404.5,314.64,-0.83,0.41,,,248.46,452.24
402.38,312.13,-0.1,0.19,,,248.14,452.21
400.59,309.79,-0.33,0.27,,,248.46,451.63
398.39,307.99,-0.47,0.3,,,248.64,451.9
395.92,305.95,-0.49,0.54,,,248.19,451.95
394.64,303.94,-0.54,0.2,,,248.65,451.72
392.17,301.56,-0.43,0.62,,,248.52,451.59
390.43,299.88,-0.46,0.49,,,248.35,451.36
387.59,298.1,-0.49,0.19,,,248.24,450.97
386.35,296.22,-0.03,0.3,,,248.46,450.7
384.17,294.97,-0.16,-0.03,,,248.51,450.78
382.19,292.49,-0.75,0.13,,,247.95,450.74
380.64,290.98,-0.57,0.46,,,248.35,450.79
378.07,288.32,-0.19,0.73,,,248.18,450.43
376.33,286.95,-1,0.6,,,248.3,450.62
374.6,284.91,-0.3,0.6,,,248.32,449.96
372.65,281.91,-0.27,0.11,,,247.94,450.06
370.72,280.27,-0.62,0.67,,,248.14,449.93
367.99,277.93,-0.24,0.74,,,248.54,450.36
365.85,275.53,-0.52,0.18,,,248.59,449.89
363.71,273.05,-0.48,0.32,,,248.57,450.07
361.04,271.63,-0.4,0.36,,,249.16,449.47
358.79,269.65,-0.08,0.76,,,248.78,449.66
357.19,268.41,0.08,0.41,,,249.54,449.44
354.67,266.07,-0.83,0.49,,,249.57,449.84
352.7,264.33,-0.59,0.44,,,249.84,449.73
350.94,262.94,0,0.43,,,249.3,449.62
348.54,260.62,-0.29,0.27,,,249.78,449.77
345.84,258.79,0.19,0.54,,,249.91,449.63
343.7,257.81,-0.3,0.66,,,250.24,449.33
341.84,255.74,-0.27,0.19,,,250.16,449.33
340.14,253.42,-0.56,0.6,,,250.58,449.24
337.26,251.91,-0.02,0.73,,,250.95,450.05
334.51,250.11,0.14,0.59,,,250.64,449.15
333.05,247.85,-0.46,0.16,,,250.96,449.28
330.67,245.86,-0.38,0.08,,,251,448.87
327.53,244.06,0.35,0.21,,,251,449.54
325.88,242.37,-0.24,0.41,,,251.32,448.7
323.24,239.77,-0.43,0.4,,,251.78,448.59
321.22,238.22,-0.43,0.11,,,252,448.93
317.61,236.55,-0.33,0.46,,,252.14,448.56
315.78,234.39,-0.73,0.4,,,252.03,448.35
313.81,231.97,-0.41,0.59,,,252.19,448.08
310.55,230.38,-0.16,0.65,,,252.53,448.46
307.76,228.77,-0.6,0.56,,,253.28,448.14
305.89,226.26,-0.57,0.43,,,252.62,448.07
303.06,223.92,-0.16,0.46,,,253.13,447.99
300.21,222.39,-0.32,0.52,,,253.18,447.85
297.2,220.25,-0.76,0.54,,,252.95,447.14
295.03,217.23,-0.54,0.49,,,253.37,447.6
291.84,215.54,-0.33,0.35,,,253.65,447.6
288.62,213.2,-0.4,0.37,,,253.97,447.3
285.74,210.47,-0.19,0.24,,,254.26,446.61
283.54,207.17,-0.11,0.21,,,254.48,446.31
280.35,205.15,-0.16,0.27,,,254.24,446.69
277.16,203.43,-0.14,0,,,254.96,446.42
274.29,200.57,-0.49,0.49,,,255.27,446.05
271.8,197.33,0.38,0.48,,,255.38,446.05
268.65,195.45,-0.64,0.38,,,255.54,445.89
266.22,192.91,-0.46,0.4,,,256.13,445.78
263.86,190.37,-0.54,0.19,,,256.37,445.83
261.25,188.09,-0.08,0.24,,,256.59,445.31
257.23,185.99,0.16,0.18,,,256.94,444.98
255.37,184.13,-0.11,0.6,,,257.35,444.84
253.29,181.07,0.12,0.92,,,257.59,444.3
249.89,178.84,-0.27,0.24,,,257.58,444.3
247.35,176.69,0.13,1.01,,,258.24,444.13
245.27,173.58,-0.12,0.59,,,258.37,443.93
242.96,171.77,-0.22,0.7,,,258.91,443.5
240.02,169.5,0.22,0.83,,,259.47,442.79
237.84,167.6,0.4,1.27,,,259.69,442.79
235.45,164.52,-0.16,0.79,,,260.15,442.38
233.02,162.47,0.35,0.95,,,259.72,441.99
230.11,160.48,0.16,1.06,,,260.31,441.91
228.05,157.81,-0.02,17.15,,,260.93,441.71
225.93,154.78,1.22,34.61,,,260.42,441.44
223.53,153.06,4.4,102.39,,,260.8,441.08
221.31,151.29,9.09,177.28,,,261.37,440.53
219.01,149.1,42.85,263.95,,,261.8,440.32
216.55,146.49,252.67,355.04,,,262.47,440.27
214.41,144.36,308.27,417.18,,,262.85,439.36
211.92,142.61,332.95,448.24,,,263.01,439.11
209.76,140.25,441.41,422.88,,,262.8,439
207.71,138.12,484.49,384.05,,,263.71,439.03
204.49,136.46,491.09,334.03,,,264.07,438.51
202.06,135.02,388.94,282.06,,,264.87,438.32
200.29,132.53,378.23,215.05,,,264.57,438.32
197.35,130.79,323.68,182.96,,,264.9,438.15
194.65,128.83,281.08,203.57,,,265.25,437.82
192.51,126.7,173.09,209.73,,,265.52,438.04
190.11,125.34,153.43,235.71,,,266.46,437.46
187.68,123.1,99.91,252.02,,,266.45,437.22
184.92,121.6,134.61,303.89,,,267.05,437.62
182.77,119.8,185.5,345.2,,,266.94,437.02
180.39,117.22,222.22,358.48,,,267.67,436.77
176.97,116.05,254.96,309.67,,,268.44,437.02
174.91,114.79,299.37,261.65,,,268.72,436.99
172.44,112.72,331.29,267.69,,,269.42,436.6
170.42,111.27,352.37,302.42,,,269.82,436.22
167.32,109.88,361.13,338.26,,,270.23,436.52
165.17,108.62,382.84,357.1,,,270.69,436.11
162.68,107.48,386.25,325.27,,,271.36,436.16
159.79,105.08,377.89,299.49,,,271.04,436.29
157.17,104.78,365.32,297.95,,,272.09,436.08
155.08,103.31,384.3,322.16,,,272.52,435.88
153.37,101.92,459.09,355.23,,,272.87,435.61
150.52,100.53,602.13,390,,,273.78,435.04
149.28,99.44,759.46,443.16,,,274.05,435.44
147.39,97.59,901.4,519.44,,,274.37,435.14
144.99,96.31,1035.14,614.88,,,275.42,434.97
142.52,95.17,1136.66,691.01,,,275.56,434.37
141.05,94.21,1190.6,789.44,,,276.33,433.66
139.29,92.82,1178.79,919.57,,,277.14,433.5
137.6,91.89,1141.51,1043.32,,,277.12,433.22
135.94,91.24,1098.98,1136.81,,,278.45,433
134.55,90.39,1042.78,1239.21,,,278.49,432.7
132.83,88.54,999.23,1357.92,,,279.13,432.02
130.66,88.24,972.55,1425.18,,,279.7,432.04
128.91,87.5,940.92,1453,,,280.32,431.99
128.09,87.14,902.57,1435.43,,,280.82,431.36
126.56,86.38,913.41,1315.12,,,281.34,431.14
125.45,85.81,885.55,1238.46,,,281.88,430.9
124.14,85.13,925.27,1183,,,282.66,430.62
123.58,84.66,954.33,1143.31,,,283.22,430.32
121.42,83.65,942.74,1152.61,,,283.97,429.82
119.8,83.84,885.7,1200.33,,,284.24,429.69
119.06,82.73,853.98,1109.5,,,284.43,428.87
117.64,82.57,839.7,947.18,,,285.64,428.49
116.37,82.16,854.57,991.47,,,286.26,427.78
115.19,81.48,903.32,993.47,,,287.01,427.29
114.26,81.91,919.97,976.21,,,287.19,427.28
112.34,80.6,899.31,949.65,,,288.38,426.25
111.03,80.61,877.52,915.65,,,289.06,426.28
109.77,80.19,857.76,885.21,,,289.46,425.98
108.62,79.7,838.5,848.8,,,290.37,425.03
107.48,79.16,814.81,788.4,,,290.59,424.73
106.22,79.13,802.49,761.1,,,291.64,424.21
105.12,78.86,776.73,749.84,,,292.44,423.66
103.47,78.69,746.3,740.8,,,292.76,423.41
101.52,78.15,725.45,748.86,,,293.54,422.52
100.48,77.71,710.76,754.9,,,293.92,422.11
99.79,77.06,703.41,764.8,,,294.75,421.4
97.79,76.08,683.76,750.93,,,295.51,420.33
96.99,75.89,673.35,721.83,,,296.02,419.76
95.85,75.24,679.63,690.62,,,296.23,419.39
94.89,74.56,689.57,655.63,,,297.12,418.51
