fp1,fp2
372.01,416.43
372.35,416.62
372.2,416.43
372.21,416.46
372.21,416.57
372.22,416.38
372.13,416.95
371.81,416.76
372.22,416.71
372.11,416.76
371.93,416.76
372.09,417.34
372.23,417.4
372.26,416.6
372.17,416.93
372.61,417.75
372.32,417.75
372.62,417.81
372.18,417.67
372.44,418
372.93,418.33
372.44,418.11
372.58,418.11
372.9,418.3
372.53,418
372.77,418.05
372.64,418.44
372.72,418.44
373.17,418.88
373.35,418.63
373.15,418.82
373.15,418.52
373.71,418.82
373.07,418.96
373.74,419.32
373.42,419.29
373.63,419.13
373.48,419.15
373.77,419.21
373.72,418.63
374,418.91
373.67,419.13
373.82,419.16
373.74,419.32
373.76,418.99
373.48,418.8
374.37,419.35
373.88,418.82
374.09,419.13
374.32,418.77
373.94,419.15
373.87,419.43
374,419.18
374.19,419.1
373.83,419.26
373.94,419.21
373.96,419.01
373.67,419.24
374.43,419.04
374.26,419.56
374.18,419.26
374.27,419.1
374.39,418.93
374.26,419.4
374.13,418.85
374.14,419.43
374.41,419.48
373.96,419.34
373.92,418.99
374.14,418.52
374.24,418.79
374.02,419.04
373.75,418.57
374.36,418.74
373.95,418.82
374.24,418.6
373.79,418.54
373.98,418.51
373.97,418.6
373.9,418.76
373.95,418.07
373.67,418.26
373.57,418.4
373.79,417.96
373.71,418.29
373.41,417.63
373.52,418.21
373.47,417.69
373.2,417.77
373.06,417.82
373.19,417.91
373.45,417.9
372.89,417.57
372.54,417.71
373.08,417.6
372.81,417.71
373.13,417.76
372.66,417.74
372.32,417.19
372.45,417.85
372.44,417.32
372.49,417.79
372.03,417.3
371.83,417.71
372.46,418.01
372.25,417.49
371.98,417.43
372.11,417.19
372.11,417.46
372.12,417.13
371.68,417.79
371.98,417.51
371.79,417.65
372,417.57
371.86,417.79
371.95,418.06
371.74,417.51
371.74,417.4
371.87,417.13
371.78,417.24
371.82,417.68
371.8,417.18
371.01,417.98
371.19,417.4
371.58,417.7
370.79,417.73
370.84,417.65
371.18,418.12
371.38,417.7
370.72,417.78
370.97,417.84
370.45,417.26
370.81,417.78
370.68,417.73
370.88,417.67
370.6,417.48
370.32,417.81
370.44,417.87
370.52,417.34
370.69,418.17
370.38,417.89
370.29,417.95
370.42,417.65
370.24,417.32
369.76,417.48
370.18,417.37
370.04,417.26
370.32,417.29
370.28,417.98
369.84,416.99
369.88,417.42
369.78,417.4
369.94,417.56
370,417.26
370.43,417.32
370.34,417.42
370.18,417.73
369.75,418.22
369.61,417.65
370,417.26
370.39,417.84
369.92,417.67
370.15,417.59
370.15,417.45
369.35,417.84
369.61,417.54
369.49,417.81
369.56,417.34
369.69,417.4
369.83,417.34
370,417.76
369.77,417.89
369.53,417.89
369.78,417.98
369.48,417.78
369.57,418.22
369.62,417.98
369.99,418.01
369.64,417.37
369.69,418.11
370,417.59
369.81,417.98
369.59,417.79
369.76,417.89
369.73,417.92
370.25,418.31
369.94,417.95
369.49,418.36
369.77,418.06
370.27,418.09
369.95,418.42
370.39,417.87
369.88,417.92
369.93,418.01
370.43,418.2
369.91,417.9
370.18,417.84
369.86,417.51
370.27,417.87
370.16,417.95
370.68,417.68
370.13,418.25
370.64,418.17
370.34,417.65
370.24,418.2
370.09,417.87
370.36,417.76
370.79,417.82
370.06,417.73
370.99,418.12
370.5,417.79
370.68,417.76
371.08,417.63
371.06,417.74
370.86,417.82
371.47,417.9
371.19,417.85
371.43,417.93
371.43,417.9
371.71,418.34
371.76,418.62
371.83,418.37
371.82,418.29
372.45,418.07
371.73,418.01
372.19,418.04
372.35,418.31
372.51,417.71
372.37,418.01
372.38,418.15
372.49,418.15
373.1,418.34
372.53,418.34
372.65,418.12
372.71,417.99
372.7,418.18
372.83,417.88
372.91,418.12
373.22,418.01
372.29,418.4
372.37,418.95
372.75,418.54
373.15,418.21
373.51,418.65
373.15,418.7
373.18,418.21
373.29,418.7
373.12,419.26
373.01,418.87
373.18,418.73
373.3,418.62
373.05,419.01
373.06,418.9
373.34,419.06
372.85,418.76
373.1,418.93
373.04,419.07
373.36,418.54
373.5,418.9
373.25,418.87
372.83,418.93
373.51,419.21
373.45,419.45
373.55,419.56
373.01,419.29
373.26,419.48
373.74,419.26
373.08,419.15
373.22,419.18
373.59,418.93
373.45,418.88
373.4,418.69
372.99,419.02
372.65,419.07
373.1,418.99
373.35,418.96
373.21,419.02
373.04,418.66
373.22,419.1
372.78,419.24
373.22,418.97
373.15,419.16
372.93,418.83
373,418.97
372.84,418.78
372.99,418.91
372.56,418.97
372.75,418.88
373.09,418.75
373.07,418.97
373.22,418.94
373.55,418.61
373.03,418.89
373.1,418.89
373.67,418.72
373.28,418.95
372.91,418.92
373.44,418.56
373.28,418.56
373.71,418.7
373.54,418.81
373.91,418.76
373.39,418.56
373.8,418.84
374.34,419
373.9,418.34
374.13,418.54
373.99,418.57
373.98,419.04
374.05,418.35
374.43,418.71
374.25,418.95
374.01,418.41
374.42,418.35
374.38,418.57
373.9,418.38
374.23,418.82
374.1,418.44
374.62,418.66
374.67,418.3
374.24,418.47
374.85,418.3
374.6,418.33
374.12,418.36
374.24,418.66
374.25,418.41
374.46,418.17
374.47,418.08
374.44,418.33
374.18,417.86
374.68,418.06
374.16,417.89
374.6,417.43
374.52,417.92
374.28,417.7
374.05,417.59
373.98,417.7
374.39,417.84
374.05,417.84
374.09,417.48
373.91,417.07
373.92,417.35
373.93,417.65
374.12,417.4
373.38,416.94
373.45,417.1
374.03,417.13
373.8,416.91
373.45,417.32
373.44,417.43
373.24,417.21
373.33,417.21
373.26,416.58
373.85,417.11
373.31,416.8
373.53,416.94
373.09,416.5
373.4,416.42
373.48,416.64
373.51,417
373.49,416.37
373.31,416.01
372.99,416.61
373.73,416.7
373.36,416.26
373.48,416.5
373.39,416.39
373.46,416.01
373.02,416.4
373.1,416.4
373.28,416.21
373.28,416.65
373.14,416.46
373.64,416.51
373.61,416.57
373.53,416.56
373.35,416.4
373.55,416.45
373.31,416.68
373.46,416.81
373.41,416.65
373.88,416.92
374.04,416.9
373.65,416.65
373.58,417.42
373.78,416.84
373.75,416.73
373.7,416.9
373.24,416.95
373.09,416.92
373.29,417.03
373.16,417.2
373.52,416.95
372.42,416.35
373.2,417.14
372.71,416.84
372.64,417.15
372.93,417.5
373.11,417.17
373.36,417.45
372.83,417.12
372.93,417.25
373.07,417.28
372.78,417.23
372.4,417.12
372.26,417.42
372,416.98
372.66,417.34
372.31,417.06
372.28,417.25
372.46,417.31
372.22,417.17
371.68,417.31
371.65,416.81
371.82,417.17
371.61,417.53
371.91,417.58
371.66,417.39
371.65,417.31
371.07,417.45
371.57,417.42
371.29,417.42
371.18,417.8
371.01,417.86
370.75,417.89
371.1,417.14
370.64,417.83
370.66,417.67
370.8,417.78
370.63,418.27
370.36,418.3
370.56,418.3
370.46,417.78
370.51,418.08
370.5,418.47
370.23,418.52
370.69,418.66
370.75,418.38
370.57,418.66
370.55,418.52
370.1,418.27
369.91,418.55
369.94,418.6
370.14,418.6
370.19,418.66
370.19,418.49
370.05,418.88
370,419.18
369.82,419.02
370.4,419.29
370.43,419.57
370.2,419.26
370.88,419.15
370.69,419.46
370.16,419.62
370.86,419.59
371.02,420.09
370.52,420.06
370.94,420.2
370.95,420.2
371.33,419.95
371.24,420.03
371.17,420.7
371.13,420.48
371.54,420.84
371.35,420.89
371.69,420.59
371.62,420.42
371.75,420.61
372.05,420.78
371.58,420.94
371.93,421.3
371.5,421.19
371.78,420.86
372.03,421.27
371.7,421.55
372.15,420.83
371.99,421.69
371.57,421.19
371.67,421.52
372.07,421.16
371.88,421.41
372.25,421.13
372.25,421.38
371.93,421.66
371.9,421.44
371.65,421.36
371.84,421.49
371.77,421.55
371.69,421.74
371.73,421.44
371.6,421.44
372.26,421.33
372,421.71
371.31,421.82
371.24,422.07
371.47,422.13
371.6,422.32
371.65,421.74
371.32,421.93
371.95,421.91
371.67,422.15
371.46,422.37
371.87,422.46
371.17,422.76
371.1,422.65
371.39,422.29
371.49,422.59
371.59,422.81
371.73,422.35
371.36,422.21
371.12,423.09
371.03,422.98
371.11,422.98
371.02,422.43
371.27,423.31
371.44,423.06
371.14,423.14
370.95,423.34
370.95,422.87
370.46,423.03
370.81,423.28
370.81,423.22
370.6,423.11
370.65,422.92
370.5,423.03
370.62,423.14
370.26,423.31
370.84,422.84
370.61,422.89
370.09,423.28
370.07,422.89
370.14,423.03
369.9,423.17
370.31,423.33
370.4,422.78
370.14,423.44
370.42,423.06
370.26,422.97
370.22,423.47
370.05,423.27
369.78,422.72
369.9,423.41
369.97,423.19
370,423
370.17,423.27
369.65,422.94
369.64,423.14
369.95,422.72
369.71,422.58
369.71,423
369.48,422.75
370.09,423.11
369.45,422.94
369.85,422.75
369.59,422.94
369.72,422.88
369.94,423
369.53,422.89
369.78,422.55
369.67,423.27
369.81,422.94
370.01,422.99
369.72,423.21
369.63,422.97
369.63,423.16
369.63,423.19
370.08,423.19
369.4,423.22
369.68,423.13
369.91,423.02
369.46,422.99
369.56,423.08
369.38,423.24
369.25,423.18
369.21,423.38
369.64,423.13
369.44,423.35
369.45,423.1
369.22,423.49
369.45,423.65
370.15,423.52
369.89,423.46
369.85,423.29
369.88,423.29
369.93,422.83
369.54,422.94
369.97,422.58
369.9,423.13
370.01,423.02
369.74,422.66
369.51,422.94
369.14,423.08
369.48,422.85
369.58,422.47
369.52,422.77
369,422.39
369.49,422.91
369.44,422.52
369.52,422.63
369.84,422.69
369.53,423.32
369.35,422.44
369.62,422.19
369.22,422.33
369.17,422.44
369.05,422.8
369.21,422.61
369.24,422.44
369.27,422.39
369.32,422.96
369.39,422.36
369.46,422.44
369.78,422.61
369.67,422.47
369.54,422.52
369.93,422.61
370.12,422.55
369.5,422.8
370.18,422.91
369.7,422.3
369.79,422.3
370.12,422.5
370.24,422.47
370.21,422.69
369.75,422.85
370.68,422.96
370.4,422.33
370.48,423.16
370.19,422.85
369.93,422.63
370.52,422.39
370.77,422.8
370.13,422.5
370.27,422.8
370.3,422.36
370.25,422.74
370.04,422.61
370.41,422.8
370.33,422.8
370.69,422.72
370.78,422.36
370.42,422.14
370.42,421.67
370.19,422.6
370.2,421.86
370.59,422.38
370.32,422.05
369.99,422
370.4,422.27
370.05,421.89
370.61,422.11
370.05,421.39
370,421.86
370.47,421.86
370.1,421.86
369.87,421.91
369.8,421.66
369.87,421.91
370.11,421.56
369.83,421.36
369.67,421.58
369.56,421.83
369.37,421.72
369.42,421.44
369.41,421.91
369.51,421.75
369.67,421.69
369.83,421.17
369.57,421.47
369.51,421.31
369.7,421.41
369.7,421.52
369.22,421.28
369.45,421.36
369.13,421.11
369.15,421.22
369.01,421.36
369.39,421.52
369.46,421.11
369.34,421.47
369.65,421.25
369.33,421.08
369.55,421.25
369.4,420.75
369.35,421.55
369.14,421.25
369.14,421.91
369.41,421.63
369.27,421.49
368.99,421
369.25,421.27
369.29,421.93
369.42,421.93
369.2,421.69
369,421.66
369.13,421.63
369.08,421.52
369.11,421.88
369.7,421.96
369.47,421.74
368.62,421.79
368.33,422.1
368.73,422.1
368.76,421.68
368.78,421.85
368.63,421.82
368.64,421.99
368.77,422.23
368.9,421.87
368.18,422.01
368.41,422.34
368.28,422.26
368.05,421.96
368.63,422.23
368.52,422.37
368.43,422.23
368.39,422.23
368.22,422.48
368.43,422.31
368.61,422.34
367.95,421.82
368.16,421.87
368.2,422.45
368.3,422.28
368.83,422.59
368.3,422.12
368.23,422.37
367.74,422.64
368.08,422.59
368.42,421.95
367.84,422.67
368.07,422.56
368.19,422.48
368.12,422.61
368.23,422.26
367.96,422.72
368.14,422.31
368.36,422.34
368.31,422.75
368.01,422.23
368.26,422.14
368.16,422.04
368.45,422.01
368.23,422.31
368.23,422.12
367.76,421.79
368.58,422.09
367.81,421.89
367.81,421.43
367.77,422.2
367.98,421.87
367.67,422.03
368.6,421.81
368.3,421.95
368.39,421.78
368.45,421.81
368.17,421.37
368.13,421.7
367.73,421.87
367.97,422.03
367.81,421.29
367.97,421.7
367.94,421.98
367.49,421.62
367.88,421.23
367.85,421.12
368.29,421.34
367.72,421.56
367.65,421.32
368.25,421.42
368.07,421.73
367.94,421.15
367.58,421.56
367.78,421.29
367.95,421.48
367.96,420.99
368.31,420.71
368.24,421.1
368.1,421.12
368,421.29
367.93,420.71
367.99,421.23
368.02,420.71
368.02,420.82
367.93,420.63
368.29,420.52
367.86,420.99
368.01,420.93
368.41,421.12
368.42,420.38
368.2,420.55
367.94,420.6
367.95,420.96
368.21,420.6
368.21,420.57
368.31,420.77
368.08,420.74
368.26,420.82
367.76,420.96
367.9,420.58
368.43,420.79
367.93,420.24
367.98,420.82
368.08,420.96
367.73,420.44
368.65,420.63
368.03,420.6
368.68,420.74
368.26,420.93
368.3,420.99
368.33,421.07
368.15,420.58
368.63,420.22
368.82,420.66
368.15,420.74
368.8,420.58
368.76,420.99
368.95,420.8
368.62,420.83
368.88,420.72
369.22,420.63
369.27,420.88
369.22,420.99
369.46,421.19
369.13,420.94
369.83,420.86
369.81,421.19
369.46,421.02
369.53,420.83
370.21,420.99
369.81,421.35
369.84,421.19
369.72,421.3
370.18,420.8
370.12,421.13
370.34,420.89
370.12,421
370.05,420.97
370.48,421.41
370.66,421.22
370.38,421.14
370.8,421.41
370.77,421.25
370.57,421.28
370.85,421.69
370.71,421.06
371.18,421.19
371.16,420.78
371.55,420.81
371.31,420.86
371.17,421.14
371.64,421.06
371.01,421.17
370.75,420.75
371.17,421.28
371.15,421.5
371.13,421.25
371.34,420.65
371.33,421.22
371.2,420.76
371.39,420.76
371.57,420.46
371,420.68
371.34,420.07
371.07,420.26
371.59,420.48
371.49,420.32
371.19,420.32
371.27,420.32
371.85,420.21
371.42,420.02
371.53,419.83
371.53,419.61
371.75,419.91
371.13,419.77
371.59,419.66
371.25,419.85
371.61,420.13
371.81,420.02
371.21,419.66
371.44,419.8
371.67,420.02
371.5,419.55
371.67,419.33
371.6,419.58
371.41,419.72
371.79,419.39
371.37,419.45
371.25,419.94
371.89,419.99
371.89,419.86
371.86,419.25
371.26,419.34
371.65,419.61
371.3,419.56
371.83,419.31
371.82,419.28
371.26,419.58
371.86,419.58
372.04,419.72
371.96,419.8
371.54,419.64
371.86,419.61
371.51,420.11
371.76,419.61
371.53,419.86
371.56,419.58
371.96,420.05
371.79,419.69
371.82,419.66
371.53,419.66
371.3,419.77
371.89,419.5
371.34,420.3
371.91,419.64
371.65,419.75
372.29,419.72
371.7,419.44
372.3,419.88
372.01,420.05
371.49,419.96
372.15,419.17
372.25,419.66
372.61,419.61
372.39,420.1
372.18,419.63
372.53,419.47
372.41,419.52
372.21,419.24
372.29,419.22
372.14,419.71
371.92,419.35
372.27,418.94
371.81,419.77
371.88,419.52
371.91,419.13
371.85,419.41
371.94,419.19
372.17,419.52
372.02,419.54
372.54,420.29
372.2,419.87
372.07,419.74
372.02,419.82
372.31,419.68
372.42,420.15
372.79,419.38
372.52,419.87
372.21,419.95
372.45,419.4
372.76,419.68
372.28,419.29
372.81,419.65
372.47,419.46
372.74,419.49
372.46,419.46
372.66,419.13
372.94,418.96
372.66,419.43
372.5,419.4
372.99,419.18
372.35,419.34
372.61,418.79
372.6,418.9
372.66,419.01
372.66,418.9
372.49,418.96
372.08,418.96
372.54,419.56
372.65,418.88
372.6,418.82
372.38,418.98
372.71,418.63
372.76,418.38
372.11,418.77
372.78,418.79
372.17,418.87
372.39,418.6
372.36,418.27
372.17,418.82
372.57,418.1
372.32,418.76
372.23,418.35
372.24,418.41
372.51,418.27
371.93,418.35
371.54,417.91
371.9,417.88
372.04,417.77
371.46,418.21
371.07,417.91
371.31,417.94
370.84,417.69
370.98,417.55
370.99,417.5
370.84,417.69
370.63,417.28
370.3,417.88
370.6,417.83
370.52,417.42
370.49,418.08
370.4,417.42
370.8,417.8
370.42,417.91
370.91,417.58
370.4,417.36
370.79,417.61
370.42,417.94
370.77,417.78
370.64,417.72
370.65,418.13
370.8,417.56
371.17,417.86
370.75,417.61
371.36,417.81
370.74,418.08
370.9,417.61
371.19,417.8
370.75,417.78
370.85,417.97
371.08,417.2
371.21,417.45
371.29,417.72
371.24,417.81
371.7,417.53
370.92,417.97
371.57,417.62
371.38,417.67
371.52,417.56
371.76,417.09
371.71,417.73
372.3,417.86
372.26,417.48
372.24,417.26
371.95,417.45
372.55,417.4
372.37,417.59
372.42,417.18
372.09,417.26
372.7,417.18
372.57,417.15
372.76,417.4
373.23,417.76
372.49,417.26
372.69,416.66
372.72,416.8
372.74,416.69
372.76,417.13
372.76,416.8
372.71,416.74
372.64,416.63
372.96,416.14
372.89,416.36
373.16,416.33
373.11,416
373.29,416.06
373.34,415.73
373.56,415.51
373.73,415.29
373.43,415.54
373.47,414.77
373.62,415.15
373.68,415.15
373.42,414.88
373.11,414.52
373,414.27
372.92,414.33
373.08,414.27
372.11,414.58
371.5,413.81
371.96,413.92
371.96,413.95
371.93,413.67
371.95,413.21
371.84,413.21
371.65,413.13
372.09,413.05
372.69,412.99
372.63,412.74
372.61,412.17
373.37,412.22
373.53,411.81
373.4,411.84
374.02,410.99
374.47,411.02
374.41,410.5
373.84,410.86
374.62,410.47
373.97,410.61
374.6,409.95
374.18,410.06
374.19,410.28
373.5,410.31
374.12,409.93
373.88,410.34
373.85,409.68
373.68,409.93
373.59,410.21
374.4,410.87
373.83,410.41
374.11,410.77
374.06,410.82
373.72,410.85
374.04,411.21
374.11,410.86
374.19,411.19
374.46,411.19
374.46,411.63
374.53,411.69
374.5,411.17
374.99,411.31
375.21,412.02
374.97,411.47
374.97,411.83
375.51,411.64
374.97,411.15
375.06,411.34
375.41,411.65
375.11,411.48
375.25,411.4
375.95,410.5
375.78,410.88
375.71,410.67
376.06,410.28
376.33,409.51
376.21,409.9
376.6,409.57
376.36,409.58
376.64,409.55
376.93,409.44
376.74,409.06
377.29,408.65
376.99,408.85
377.14,408.71
378.18,408.49
377.69,408.61
378.04,408.39
378.58,407.95
378.4,408.31
378.59,407.82
379.05,408.09
378.8,407.74
379.11,407.49
379.01,407.44
379.19,407.28
379.67,407.2
380.13,407.8
380.57,407.45
380.1,407.39
380.83,407.34
381.37,407.23
382.5,407.21
382.12,407.32
382.09,407.48
383.11,407.79
383.63,407.38
383.52,407.65
384.36,407.63
384.5,407.88
385.12,407.88
385.26,407.71
386.4,408.1
386.56,407.97
386.74,407.86
387.71,407.42
387.97,407.39
388.91,407.92
390.16,407.34
390.1,407.56
391.27,407.51
391.68,407.62
392.37,407.81
392.83,407.43
393.74,407.98
394.48,407.82
395.55,408.09
396.37,408.09
397.07,407.96
397.86,407.88
399.38,408.4
400.23,408.59
400.49,408.62
401.59,408.62
402.06,408.21
403.78,408.6
404.06,408.63
404.72,408.41
405.43,408.58
406.45,408.38
407.2,408.77
407.91,408.72
408.7,408.11
409.73,408.8
409.61,408.31
410.02,408.45
410.56,408.26
410.81,408.48
411.56,408.4
412.17,408.48
412.57,408.18
413.09,408.73
413.2,407.88
413.63,407.91
414.57,407.96
414.81,408.51
415.99,408.05
416.05,407.86
415.96,407.58
416.48,407.89
417.09,407.72
416.92,408.08
417.02,407.12
417.4,407.37
417.61,406.9
417.8,407.31
418.23,407.01
418.45,406.95
418.44,406.49
418.32,406.24
418.69,405.83
418.47,405.82
418.07,405.3
418.16,405.22
418.4,404.48
418.5,404.51
417.39,403.87
417.91,403.51
417.16,402.33
417.08,402.44
416.58,401.92
416.21,401.45
416.32,400.18
415.62,399.44
414.87,399.41
414.26,398.42
414.01,397.54
413.71,396.63
412.96,396.25
411.64,395.84
411.64,394.93
411.23,393.66
410.1,393.58
409.71,393.22
409.13,392.01
408.33,391.46
407.61,390.77
407.42,390.14
406.65,389.36
405.37,389.28
404.72,388.54
404.27,387.87
403.17,386.61
402.67,386.19
402.23,385.94
401.54,384.9
400.63,384.42
399.86,383.71
399.04,383.29
398.54,382.82
397.37,382.08
396.58,381.58
395.76,381.33
394.94,380.45
394.09,379.57
393.21,379.34
392.14,378.24
391.54,378.1
390.69,377.77
389.12,376.89
388.71,376.47
388.09,375.37
387.13,375.45
386.14,374.4
385.48,373.74
384.46,373.3
383.64,372.94
382.56,372
381.89,371.06
380.98,370.32
380.07,369.88
379.77,369.38
378.6,367.34
377.1,367.15
375.81,366.1
375.33,365.5
375.19,364.34
373.96,363.68
372.85,362.96
372.01,362.17
371.4,360.68
370.41,360.16
369.64,359.17
368.27,358.07
367.49,357.29
367.12,356.41
366.04,355.48
364.51,354.24
364,353.72
362.95,353.38
362.43,352.2
361.37,351.13
360.72,349.64
359.48,349.15
358.66,348.59
357.41,347.08
357.14,345.92
356.09,345.1
354.58,344.58
353.95,342.78
352.69,342.34
351.87,340.97
350.91,339.81
349.39,338.85
348.11,337.61
347.62,336.45
346.5,334.94
345.59,333.92
343.79,333.26
343.91,332.13
342.08,330.45
341.41,329.05
339.85,328.22
338.15,326.93
337,325.05
336.65,324.39
335.26,323.21
334.14,322.05
332.7,321.28
332.23,320.15
331.45,319.3
329.61,318.47
328.7,317.42
326.8,316.95
326.37,315.98
325.04,315.08
323.79,314.63
322.89,313.61
321.83,313.61
320.28,313.22
319.1,312.61
317.85,311.84
316.83,310.9
315.78,310.49
314.72,309.08
313.27,308.42
311.62,307.7
310.7,306.54
309.54,305.08
308.46,304.53
307.2,303.4
306.18,302.35
304.74,300.95
303.01,299.16
302.84,298.47
301.61,296.51
299.65,295.85
298.08,294.99
297.47,293.34
295.88,292.29
294.88,291.27
293.03,289.95
292.25,288.57
289.84,287.77
288.75,286.17
286.91,284.93
285.24,283.71
284.52,282.16
281.94,281.28
280.31,280.01
278.78,279.13
277.44,277.28
275.58,276.5
273.72,275.26
271.8,273.88
269.97,272.7
268.24,271.87
266.44,270.38
264.88,270.04
263.29,268.8
261.27,267.94
259.16,267
257.23,265.73
254.64,265.56
253.12,264.6
250.96,264.07
249.71,263.73
247.65,262.66
246.32,262.38
244.07,261.46
241.7,260.69
240.75,259.61
239.05,259.75
237.58,258.31
235.56,257.59
233.76,257.26
232,255.69
230.7,255.79
228.99,254.96
227.55,253.72
226.4,252.73
224.93,252.07
223.09,251.57
221.57,250.46
220.69,249.83
218.3,249.08
217.25,248.01
215.69,247.95
214.2,246.95
213.1,246.46
211.72,245.52
210.24,245.27
209.02,244.6
208.21,244.49
206.96,243.53
205.43,242.78
204.91,242.2
204.05,241.43
203.43,240.52
202.18,239.99
201.15,239.58
200.38,238.09
199.38,237.43
198.76,236.85
198.24,236.55
197.36,235.28
196.94,234.76
195.71,233.85
195.41,232.8
195.01,231.95
195.45,231.15
194.25,230.96
193.96,230.1
193.66,229.17
193.37,228.34
192.38,227.35
192.21,227.02
192.17,226.66
191.94,225.72
192.19,225.25
192.23,224.87
191.61,224.12
191.58,223.49
191.6,223.02
191.54,222.36
191.08,221.97
191.58,221.47
191.4,221.55
191.37,220.67
191.08,220.23
191.19,220.29
191.43,220.42
191.51,220.17
191.48,219.73
191.74,219.79
191.85,219.84
191.86,219.37
191.84,219.81
191.36,219.29
192.65,219.7
192.86,219.97
193.02,220.25
193.64,220.25
193.98,220.36
194.57,220.71
194.78,220.8
195.64,221.68
196.43,221.48
197.22,222.36
197.88,223.02
198.26,223.65
199.26,223.3
199.83,224.01
201.21,225.03
201.46,225.72
201.53,226.1
202.27,226.93
202.71,228.14
202.99,229.54
203.63,229.65
204.25,230.73
204.14,231.8
204.37,232.96
205.01,234.22
204.82,235.63
205.52,237.25
205.58,239.04
205.86,240.53
205.33,242.45
206.2,244.13
206.3,245.78
206.42,248.67
206.6,249.86
206.95,252.06
207.16,253.9
207.43,256.27
208.11,257.62
208.26,259.71
208.05,261.28
208.44,263.04
208.63,264.8
208.49,265.91
209.08,267.01
209.32,267.75
209.28,269.32
209.47,270.09
209.81,271.58
210.11,272.63
210.48,273.73
210.76,274.66
210.99,275.96
211.44,276.48
211.71,278.62
212.37,279.48
212.23,280.72
213.41,282.28
214.12,283.99
214.71,285.33
215.74,286.65
216.52,288.63
216.9,290.86
218.4,292.24
219.35,294.69
220.79,296.59
221.91,299.55
222.58,301.51
224.39,303.93
225.49,306.1
226.57,309.07
227.53,312.1
228.59,314.52
229.48,317.57
229.36,320.19
231.12,322.45
231.62,325.83
232.72,329.16
233.09,332.3
234.22,335.74
234.49,338.58
235.43,342.35
235.68,345.35
236.49,349.43
236.55,353.32
237.67,359.15
238.06,363.56
238.37,369.37
238.68,374.93
239.38,381.54
239.95,387.79
240.5,393.52
240.91,399.69
241.21,404.1
241.25,409.5
241.91,415.28
241.68,419
241.14,423.96
241.28,428.86
241.34,431.97
240.92,435.47
240.87,439.03
240.62,441.64
239.91,445.03
239.55,446.63
239.43,449.5
239.53,451.01
239.34,452.25
238.91,453.74
239.04,454.4
239.22,455.58
239.81,456.95
239.97,457.25
240.53,458.24
240.75,458.82
241.73,459.7
242.62,460.69
243.2,461.23
244.33,461.97
245.04,462.08
246.47,463.07
247.86,463.17
248.98,463.56
250.56,463.28
251.13,463.55
252.75,463.99
254.33,463.96
255.38,464.09
256.45,465.11
258.32,465.38
260.03,466.32
261.62,466.81
263.17,467.75
264.87,469.67
266.97,470.6
268.92,472.14
270.78,473.74
272.7,475.2
275,477.15
276.65,478.75
279.71,480.1
281.24,482.08
283.18,483.51
285.4,485.77
286.8,487.4
289.11,488.93
290.59,490.42
292.62,492.05
294.52,493.15
295.73,494.47
297.29,496.57
299.03,498.11
299.4,499.9
300.35,501.28
301.75,503.73
302.45,505.33
303.59,508.11
304.83,510.72
305.8,514.09
306.78,517.17
308.2,520.47
309.05,523.61
309.94,527.05
311.25,529.92
311.76,533.14
313.8,536.03
314.56,539.01
316.38,540.99
317.76,543.63
319.26,545.81
320.84,548.32
322.56,549.97
323.93,552.01
325.65,554.24
327.55,556.19
329.26,558.21
330.83,560.41
333.46,562.01
335.3,564.79
337.97,566.88
339.89,570.3
342.04,573.27
344.4,576.36
346.67,579.88
350.32,584.59
352.61,588.64
355.4,593.07
358.08,597.09
359.48,601.94
361.56,605.22
363.25,610.04
365.05,613.42
367.09,618.16
369.87,622.04
372.03,625.99
375.05,629.15
378.04,632.81
380.94,635.96
383.45,639.89
386.4,642.9
389.5,646.31
390.91,649.53
394.32,652.34
396.81,655.51
399.4,658.62
402.39,662.29
405.13,665.15
408.15,668.32
412,671.24
414.29,674.3
418.53,677.99
421.2,681.74
424.22,684.69
427.69,688.57
430.77,691.16
434.38,695.21
436.93,698
441.01,701.96
444.12,704.44
448.44,707.86
452.92,710.42
456.9,714.47
461.36,716.32
465.78,719.1
469.12,723.1
474.17,726.4
477.85,729.46
482.21,732.91
486.31,736.65
492.27,739.87
496.08,743.98
500.96,747.48
505.27,751.78
510.57,756.4
514.87,760.62
520.36,764.28
524.63,769.6
529.39,773.24
534.17,778.72
539.03,783.21
544.65,787.87
549.78,792.19
554.68,796.13
560.06,800.76
565.26,803.85
570.03,808.31
576.08,811.21
580.17,815.39
585.91,819.31
590.2,823.13
595.68,827.82
600.16,831.54
605.09,834.46
609.48,839.51
614.42,842.59
618.32,846.95
623.67,850.5
627.08,855.13
631.35,858.52
635.21,862.08
638.58,866.74
642.32,870.65
645.94,874.02
648.95,878.46
653.39,881.36
656.21,883.92
660.36,887.23
662.79,889.99
666.68,893.22
669.14,895.84
672.68,898.82
675.16,900.83
678.9,903.64
680.76,904.5
684.01,906.9
687,908.42
689.55,910.46
691.69,912
693.89,913.9
695.72,915.17
696.79,915.86
698.54,916.39
700.32,917.27
700.84,917.25
702.07,916.84
703.39,917.36
704.12,917
705.48,916.29
706.44,916.26
706.99,915.93
707.79,915.07
708.06,913.92
709.3,912.65
709.51,911.74
710.04,910.34
710.37,908.33
710.91,907.5
710.83,906.2
711.22,904.84
711.51,902.5
711.22,900.71
