fp1,fp2
711.57,898.23
710.84,896.24
711.03,893.84
710.94,891.39
710.65,888.76
710.01,886.58
709.79,884.2
709.57,881.19
708.9,878.49
707.9,873.96
708.06,870.95
706.53,866.57
705.99,862.59
704.86,857.68
704.17,854.89
703.48,849.43
702.82,846.11
701.18,840.7
700.57,836.86
699.6,832.5
699.17,826.98
698.72,822.32
697.95,816.99
697.68,811.53
697.6,806.56
697.91,801.56
697.46,795.62
698.94,792.03
698.39,786.41
699.26,781.71
700.03,777.48
701.43,771.87
701.38,768.14
702.13,764.05
702.51,760.75
702.11,755.36
700.94,752.7
701.27,747.23
700.56,743.58
699.72,738.71
699.2,733.6
697.58,727.66
697.55,724
694.6,718.58
695.1,715.54
693.69,710.01
693.21,706.99
691.46,702.73
692.38,698.5
691.23,694.29
690.27,692.37
691.11,688.36
690.14,687.65
691.16,684.35
690.45,683.31
691.65,681.8
691.5,680.49
692.22,680.38
693.29,678.77
694.15,678.28
695.11,677.76
695.75,677.63
696.91,677.58
698.46,677.86
699.52,677.48
701.42,678.84
701.67,678.4
702.59,677.91
704.04,678.36
705.91,677.92
705.87,679.23
707.36,680.41
708.8,682.02
710.58,683.57
712.16,683.43
713.11,684.54
714.9,684.36
717.18,684.31
718.91,685.28
721.62,686.28
724.26,688.72
725.3,693.15
727.46,696.74
729.91,702.16
732.81,704.03
736.22,704.53
739.53,705.31
741.5,709.12
744.71,712.24
747.21,717.64
750.31,722.38
752.28,726.71
755.78,730.7
759.75,734.73
763.07,739.27
766.66,743.16
768.69,747.14
772.12,750.95
775.17,755.12
779.15,761.51
782.63,767.51
785.07,773.68
789.2,779.8
792.67,785.84
795.78,789.76
801.15,794.34
803.17,796.72
807.61,801.9
811.9,805.49
816.12,810.6
820.74,815.67
826.54,821.16
829.3,826.93
829.94,831.57
839.1,837.14
838.48,842.49
851.07,848.18
856.02,852.45
859.48,855.42
862.95,861.55
861.45,865.37
858.79,870
864.63,874.09
877.83,876.69
890.29,879.02
892.94,882.45
888.07,886.17
889.07,890.23
894.89,894.18
897.59,895.93
899.49,898.45
904.58,901.69
905.17,904.27
905.87,906.49
911.71,908.88
919.91,911.38
922.19,914.07
919.57,916.29
919.5,918.54
922.19,920.42
928.01,922.81
930.28,925.26
930.84,927.73
932.9,930.09
934.13,931.07
934.72,932.16
937.34,933.92
940.68,935.42
941.39,937.29
941.85,939.18
943.94,941.13
946,942.39
947.44,943.73
947.9,944.64
949.06,945.35
950.79,946.14
952.78,947.29
954.55,948.42
955.49,949.32
955.82,950.63
957.11,952.36
958.22,952.44
960.31,953.64
961.54,954.63
962.45,955.04
963.51,955.89
965.47,956.25
965.69,956.6
966.98,957.75
967.55,957.86
968.91,959.39
970.1,960.08
971.27,961.2
972.91,962.46
973.44,962.87
975.5,963.86
976.4,963.99
977.4,964.87
978.98,964.84
980.06,965.74
980.85,966.31
981.92,966.67
982.96,966.94
984.06,967.62
984.56,968.45
985.77,969.16
986.52,969.02
987.08,969.57
987.54,969.65
988.25,969.31
988.44,969.5
988.87,969.25
988.88,969.74
988.83,970.43
989.14,970.59
988.86,970.04
989.1,970.42
988.34,969.59
988.16,969.09
987.93,967.99
987.68,967.08
987.16,967.16
986.05,966
984.78,965.23
984.32,964.43
983.4,963.5
982.36,962.83
981.17,961.21
980.07,959.56
978.82,957.8
977.11,956.36
975.42,954.85
973.38,953.56
970.86,951.19
968.67,948.96
966.43,946.76
964.28,944.04
961.33,941.76
958.52,938.21
954.63,934.61
951.7,931.91
947.44,928.23
943.41,924.99
938.93,919.59
933.92,915.8
928.5,910.55
923.02,906.15
917.21,900.98
910.98,895.21
903.81,889.13
896.26,881.9
888.34,875.42
879.2,867.5
870.99,860.06
862.28,852.22
852.07,843.18
839.8,834
826.68,824.44
814.95,814.13
802.39,803.47
786.83,793.02
772.66,781.82
755.23,768.57
738.05,756.87
720.78,743.01
701.68,728.81
682.61,716.19
664.23,700.89
641.83,686.8
619.1,672.58
599.31,659.01
575.48,643.4
549.58,624.04
527.1,608.25
502.47,588.79
480.1,568.31
463.18,546.26
443.38,528.66
424.11,507.26
407.16,485.96
387.99,466.32
362.57,447.13
342.05,426.36
314.76,408.13
288.07,388.23
259.52,363.73
234.65,341.63
210,317.72
187.94,291.28
167.98,266.27
145.87,238.03
124.39,210.09
102.85,183.66
83.26,160.36
68.97,133.29
52.76,109.26
39.5,84.19
33.37,61.48
28.81,43.12
25.01,29.72
23.21,21.15
17.24,16.04
11.26,14.48
5.62,10.49
1.11,4.77
-2.98,1.09
-6.67,-2.86
-10.82,-3.11
-12.07,-3.34
-12.14,14.21
-8.48,20.91
-0.72,17.05
5.53,6.35
13.63,-3.21
17.86,-11.74
18.2,-15.97
13.57,-17.96
5.39,-15.44
-3.64,-10.87
-9.85,-2.48
-13.71,2.91
-13.39,8.18
-9.92,9.09
-3.64,9.06
1.21,6.49
4.68,4.9
6.85,4.79
6.27,1.47
4.1,-0.06
1.16,-0.95
-2.64,0.58
-6.43,0.85
-8.34,-0.68
-7.58,-1.22
-6.36,-0.57
-3.17,-0.18
0.08,-0.42
1.99,-1.45
3.89,-1.37
4.41,6.46
3.21,6.86
2.14,3.12
4.5,-4.25
3.26,-10.52
1.01,-13.49
1.01,-10.27
-2.96,-6.59
-4.03,-2.24
-3.66,2.35
-4.73,3.33
-2.85,4.81
0.05,5.41
-0.01,4.95
1.27,4.21
1.69,1.74
-0.01,0.64
-0.37,1.27
-1.2,1.71
-3.51,1.49
-3.44,0.26
-3.23,0.04
-3.33,1.27
-1.66,0.23
1.35,-1.39
3.27,-2.19
3.55,-2.58
4,-2.25
2.06,-1.53
0.19,-2.47
-0.95,-1.59
-3.32,-0.52
-3.91,-0.3
-2.43,0.23
-1.41,0.23
-0.88,0.04
1.07,0.73
1.23,2.46
0.88,2.98
0.57,3.03
-0.17,3.2
-1.11,3.66
-1.21,3.61
-2.06,2.15
-1.92,0.56
-0.88,-0.93
0.04,-1.2
0.51,-2.16
1.14,-2.79
1.3,-3.02
0,-2.03
-0.47,-0.95
-1.26,-0.95
-1.59,-0.71
-1.23,0.28
-1.06,1.46
-0.29,1.41
1,2.04
0.49,2.34
0.68,3.55
1.09,2.76
0.23,2.84
-0.26,3.11
-0.73,2.95
-1.2,1.85
-0.99,-1.73
-0.86,-4.31
0.02,-5.55
-0.03,-3.98
0.24,-2.02
-0.15,-0.46
-0.97,0.89
-0.9,2.2
-0.53,3.14
-0.35,3.28
-0.23,2.65
0.48,1.38
0.16,0.45
0.46,-0.43
0.16,-0.98
0.02,-1.64
-0.22,-1.18
-0.67,-0.82
-0.81,0.31
-0.94,1.47
-1.19,1.44
-0.97,1.88
-0.61,2.57
0.06,2.31
0.02,1.6
-0.35,0.8
0.03,0.83
0.39,-0.35
0.02,-1.61
0.2,-1.86
-0.16,-1.81
-0.58,-1.5
-0.75,-1.06
-0.81,-0.05
-0.85,0.67
-0.91,1.44
-0.31,2.04
-0.31,2.35
0.02,1.77
0.38,1.24
0.12,1.05
0.45,0.34
-0.06,-0.57
-0.01,-0.54
-0.38,0.04
-0.09,0.01
-0.5,0.12
-0.38,0.45
-0.86,0.42
-0.24,0.75
-0.29,0.56
-0.08,0.61
0.08,-0.21
0.18,-0.46
0.11,-0.3
-0.08,0.09
0.36,-0.18
0.34,-0.07
-0.55,0.03
-0.59,0.53
-0.42,0.81
-0.12,1.11
-0.08,0.89
0.1,0.89
-0.2,0.91
0.24,0.86
-0.1,0.45
-0.27,-0.08
-0.17,0.36
-0.17,0.12
-0.11,-0.16
-0.41,-0.73
0.04,-0.13
-0.43,-0.35
-0.52,-0.13
0.18,0.26
-0.37,0.23
-0.1,0.09
-0.35,0.56
-0.02,0.2
-0.04,0.89
0.21,0.83
0.38,0.69
0.24,0.78
-0.09,0.81
0.12,0.89
-0.21,0.53
-0.12,0.42
-0.24,0.58
0.31,0.47
0.13,-0.32
0.66,-0.27
-0.02,-0.27
-0.46,-0.16
-0.16,-0.19
0.09,-0.02
-0.15,0.04
-0.06,0.39
0.11,0.31
0.24,0.47
0.19,1
-0.05,0.83
0.12,0.23
-0.5,0.67
-0.48,0.34
-0.12,0.39
0.34,0.81
-0.04,0.7
0.2,0.12
0,0.89
0.02,1.03
-0.02,0.64
0.01,0.2
-0.03,0.39
-0.25,0.61
-0.33,-0.07
0.09,-0.07
0.07,0.23
-0.05,0.75
0.44,0.45
0.04,0.42
-0.14,0.78
-0.07,0.75
-0.08,0.28
-0.22,0.56
0.13,0.75
0.22,1.05
-0.42,0.26
0.01,0.61
0.06,0.53
-0.51,0.72
0.29,-0.1
0,0.83
-0.1,0.61
-0.13,0.39
-0.03,0.28
-0.09,0.48
-0.06,0.09
-0.04,0.26
-0.23,0.45
0.05,0.5
-0.11,0.72
0.01,0.23
-0.08,0.48
-0.13,0.48
0.09,0.61
0.02,0.42
0.31,0.23
-0.24,0.53
0.18,0.89
-0.25,0.83
-0.32,0.83
0.13,0.31
-0.3,0.94
-0.17,0.37
-0.03,0.34
-0.13,0.17
-0.22,0.34
0.13,0.01
0.02,0.23
-0.07,0.59
0.17,0.42
0,0.36
0.18,0.25
0.11,0.69
0.17,0.58
-0.57,0.58
-0.22,0.83
0.12,0.75
0.29,0.31
0.09,0.67
0.15,0.75
0.28,0.34
0.01,0.15
0.27,0.61
0.15,0.42
-0.29,0.39
-0.2,0.56
0.09,0.47
-0.1,0.36
0.23,0.39
0.21,0.28
0.05,0.34
-0.38,0.31
-0.22,0.47
-0.46,0.36
0.01,0.94
0.06,0.61
0.11,0.53
-0.11,0.94
-0.28,1.08
0.07,0.64
-0.08,0.91
0.12,0.64
-0.39,0.58
-0.08,0.58
0.18,0.37
0.24,0.31
-0.27,0.28
-0.33,0.45
-0.01,0.53
-0.22,0.17
0.23,0.56
-0.07,0.17
-0.29,0.72
0.11,0.91
-0.2,0.83
-0.16,0.69
-0.11,0.2
-0.59,0.75
-0.39,0.83
-0.14,0.34
-0.08,0.56
0.01,0.67
-0.08,1.19
-0.13,0.5
-0.04,0.45
0.56,0.64
-0.06,0.2
-0.21,0.53
0.22,0.01
0.18,0.39
-0.1,0.39
-0.08,0.36
0.34,0.25
0.02,0.53
0.15,0.36
-0.11,-0.27
-0.29,0.45
-0.08,0.17
-0.23,0.78
0.4,0.78
0,0.23
0.27,0.31
-0.17,0.2
-0.54,0.78
-0.27,0.75
0.14,0.01
-0.25,0.56
0.02,0.2
0.66,0.92
-0.15,0.28
-0.12,0.26
0.26,0.48
0.08,0.25
-0.41,0.28
0.07,0.64
-0.05,0.5
0.03,0.67
0.23,0.56
-0.07,0.36
-0.04,0.78
-0.07,0.56
0.13,0.47
0.07,0.75
0,0.61
-0.11,0.64
0.12,1.05
0.27,0.86
0.13,0.34
0.07,0.12
0.39,0.17
-0.11,0.7
0.46,0.06
0.46,0.45
-0.05,0.56
-0.54,0.53
-0.57,0.26
0.13,0.7
0.21,0.42
-0.13,0.23
0.31,0.5
-0.07,0.83
-0.34,0.56
-0.54,0.86
0.4,0.81
0.04,0.67
-0.63,0.72
0.17,1
0.07,0.5
-0.25,0.45
-0.38,0.89
-0.09,0.47
0.13,0.64
-0.2,0.45
-0.41,0.61
-0.04,0.14
-0.09,0.64
0.19,0.86
0.36,0.47
-0.37,0.64
-0.42,0.45
0.1,0.42
0.09,0.28
0.28,0.83
0.02,0.61
0.17,0.56
-0.39,0.39
0.07,1.05
-0.09,0.09
0.28,0.56
-0.21,0.37
0.2,0.28
-0.18,0.45
-0.27,0.92
0.22,0.01
0.07,0.59
0.21,0.5
0.02,0.34
0.04,0.92
0.25,0.7
0.17,0.58
-0.26,0.31
0.25,0.2
-0.11,0.75
0.05,0.67
0.22,0.81
0.28,0.12
0.15,0.45
-0.29,0.75
-0.27,0.56
-0.23,0.53
-0.15,0.58
0,0.48
0.1,0.75
-0.19,0.28
0.01,0.48
-0.29,0.31
0.12,0.42
0.12,0.75
-0.08,0.28
0.04,0.67
0.18,0.67
0.24,0.72
0.17,0.09
-0.2,0.31
-0.05,0.42
-0.38,0.31
-0.14,0.42
0.28,0.59
-0.08,0.39
0.13,0.59
0.55,0.58
0.5,0.36
0.29,0.81
0.02,0.7
-0.12,0.39
0.32,0.92
-0.04,0.83
0.01,0.34
-0.14,0.42
-0.09,0.39
0.18,0.2
0.01,0.56
-0.12,0.31
0.11,0.67
-0.2,0.31
-0.28,0.42
-0.09,0.31
-0.32,0.86
-0.29,1.14
-0.22,0.67
-0.16,0.83
-0.06,0.72
0.07,0.75
-0.07,0.86
-0.14,0.12
0.03,0.25
0.21,0.42
0.04,0.5
-0.13,0.92
0.1,0.8
-0.36,0.53
-0.23,0.31
-0.18,0.34
-0.16,0.26
-0.1,0.7
0.35,0.39
-0.12,0.5
-0.07,0.83
-0.1,0.94
-0.24,0.67
-0.28,0.7
0.12,0.47
-0.19,0.78
0.17,0.47
0.05,0.45
0.33,0.64
-0.36,0.17
-0.04,0.5
-0.08,0.5
-0.05,0.45
-0.18,0.53
0.05,0.8
-0.22,0.47
-0.01,0.34
-0.23,0.78
-0.37,0.34
-0.05,0.92
0.07,0.45
0.4,0.48
0.2,0.8
-0.18,0.5
-0.43,0.72
-0.05,0.58
-0.22,0.06
0.21,0.83
-0.19,0.37
-0.05,0.56
0.3,0.53
0.46,0.86
0.07,0.67
-0.02,0.69
-0.09,0.83
0.07,0.78
-0.09,0.64
-0.23,0.28
0.04,0.42
-0.22,0.61
0.49,0.42
0.1,0.67
0.1,0.78
-0.16,0.2
-0.14,1
-0.29,1
-0.16,0.45
0.24,0.89
-0.22,0.72
-0.61,0.89
-0.39,0.61
-0.06,0.42
0.21,0.78
-0.08,0.64
-0.1,0.47
0.02,0.39
0.17,0.72
0.07,0.53
-0.27,0.64
0.21,0.69
-0.31,0.72
8.16E-04,0.8
0.23,0.26
-0.04,0.97
-0.18,0.5
-0.28,0.69
0.05,0.64
0.17,0.56
-0.46,0.72
-0.09,0.72
0.16,0.5
-0.23,0.31
0.24,-0.46
-0.51,-2.92
-1.94,2.96
-3.73,79.51
-3.05,217.61
-4.36,524.46
-13.53,804.86
2.01,940.84
-1.11,973.44
2.03,910.23
0.76,752.02
-12.89,584.18
-18.8,504.75
-35.78,511.05
-52.41,741.1
-38.74,824.4
-16.98,795.44
26.69,779.31
65.89,839.91
63.36,907.22
63.12,972
47.43,979.09
42.39,947.31
54.1,920.87
61.73,906.94
74.79,892.32
100.39,891.23
148.69,894.26
151.89,920.49
179.21,940.75
224.62,940.97
259.76,948.07
339.11,949.55
429.41,1049.08
608.51,1230.72
872.59,1372.77
1083.27,1517.61
1343.22,1664
1552.81,1819.21
1871.41,1843.99
2111.46,1745.41
2206.13,1460.05
2492.43,1155.53
2416.6,1572.9
2094.54,1776.3
1926.16,1944.3
1653.11,3116.17
1399.09,3619.43
1058.98,3013.15
889.14,2123.35
824.56,1632.02
807.42,1315.09
798,1300.89
793.72,999.64
788,961.81
727.33,1353.65
667.96,1418.7
662.81,1402.76
644.15,1268.9
619.28,1156.08
543.57,1183.87
503.51,1288.24
464.37,1399.1
420.9,1688.74
396.26,1739.37
362.91,1564.58
340.83,1390.68
329.07,1190.75
327.91,1126.73
311.25,1094.47
290.64,1086.35
262.24,1075.39
250.54,1064.6
234.53,1068.42
234.63,1067.35
227,1065.91
222.73,1050.22
208.79,1017.95
197.99,980.85
196.79,974.51
191.2,981.2
196.11,1002.19
219.65,994.04
239.06,984.93
247.77,965.86
250.57,952.27
249.67,955.53
252.93,946.29
271.1,944.35
289.38,938.24
315.94,938.02
336.69,941.88
358.55,946.47
390.37,959.23
433.4,955.83
467.92,948.66
505.57,945.07
523.82,939.11
541.71,939.85
557.45,934.24
572.72,939.34
598.21,931.42
619.27,925.32
636.09,913.82
654.82,913.21
669.96,914.16
663.18,909.88
661.02,910.28
661.74,909.23
657.67,900.71
660.41,900.84
664.58,897.88
670.14,899.93
669.7,902.51
654.6,900.77
644.13,903.22
627.34,900.97
612.93,899.16
603.14,897.61
599.71,899.88
587.61,901.04
577.49,901.33
556.6,900.33
538.83,900.32
523.1,901.17
518.41,901.69
514.94,902.62
511.87,900.31
505.07,900.55
496.9,900.91
491.36,904.6
488,904.14
485.2,905.46
481.86,904.54
480.17,902.19
477.95,899.81
477.34,899.99
474.25,901.32
471.98,901.82
466.63,902.19
462.22,901.39
456.8,899.43
453.14,900.46
446.82,899.54
439.33,900.07
429.47,898
421.15,896.01
411.63,894.87
403.74,891.37
395.67,890.12
386.19,888.8
376.15,887.37
368.3,886.4
357.9,884.63
350.07,880.2
341.99,877.67
333.22,873.27
326.17,870.52
318.82,867.15
313.26,864.03
306.03,859.4
299.51,855.31
292.7,852.37
287.8,847.14
281.97,844.12
276.74,837.08
271.46,831.01
264.81,824.86
259.72,817.7
254.78,812.7
250.59,808.7
247.3,805.6
242.52,802.53
238.88,797.79
234.8,793.53
232.32,786.75
228.81,782.5
225.88,774.46
223.31,768.89
219.65,762.58
216.08,755.75
213.18,748.65
211.25,741.74
208.63,733.71
206.84,725.61
204.02,718.56
201.31,711.28
199.26,703.3
196.52,694.79
194.65,686.28
192.74,679.47
191.12,672.36
189.14,665.95
188.57,658.98
185.85,652.47
184.2,646.38
183.79,640.1
181.66,632.58
180.48,624.67
178.5,618.31
176.43,612.02
174.92,607.55
172.92,601.4
171.56,596.54
169.67,592.56
167.98,586.33
167.2,580.84
165.58,575.82
164.1,569.97
162.38,566.13
161.06,560.71
158.9,557.48
158.32,554.57
157.09,550.67
156.1,547.21
154.94,544.86
153.71,541.45
151.98,539.15
150.39,536.29
149.02,534.59
147.21,533.19
146.03,531.65
144.12,530.82
142.34,530.1
140.32,529.42
138.85,528.68
137.29,527.99
135.9,527.42
134.5,527.44
132.21,528.07
130.77,528.07
129.01,528.57
127.41,529.58
126.74,529.64
124.94,530.46
123.39,531.28
121.77,531.91
120.08,532.82
118.85,535.1
117.12,537.85
115.09,540.38
113.51,542.39
112.72,543.57
110.91,544.79
110.43,546.71
108.15,547.4
106.62,549.82
105.35,551.36
103.7,552.46
103.24,553.26
102.13,553.75
101.19,552.99
100.73,552.69
99.95,552.53
98.72,552.92
98.36,552.51
97.54,552.07
97.38,550.53
96.7,549.73
95.74,547.58
95.82,547.2
95.18,546.78
94.5,545.81
94.55,544.96
94.35,543.94
94.09,542.43
94.36,541.44
94.31,541.06
94.23,541.08
94.14,539.92
94.96,539.92
94.98,539.34
95.17,539.12
96.13,537.75
97.2,537.88
97.3,536.62
98.45,536.34
98.46,536.42
99.77,535.96
100.15,534.42
100.97,534.42
102.43,533.07
103.09,532.44
104.28,531.32
105.4,529.83
106.9,528.05
107.56,526.65
108.93,524.68
110.29,522.65
112.04,520.65
113.1,519.03
114.93,517.55
116.23,514.17
117.85,513.1
119.11,510.38
120.98,507.97
122.54,504.9
124.31,502.13
125.62,499.85
127.28,497.13
128.61,494.53
131.9,491.95
134.35,489.34
136.74,486.52
137.5,484.79
138.3,482.59
139.06,480.24
140.25,477.63
140.76,475.05
142.89,472.06
145.28,469.16
146.31,466.25
149.27,462.92
152.71,460.68
154.65,459.04
156.35,457.3
157.3,454.64
158,571.39
148.84,686.2
155.11,775.9
163.48,737.87
173.92,669.71
180.47,606.54
180.9,560.49
175.02,542.81
174.48,511.07
174.38,519.79
180.04,496.71
192.83,456.83
210.8,439.07
216.96,422.5
218.22,418.27
214.47,433.21
203.29,425.25
192.6,414.96
196.03,405.05
202.91,393.84
211.92,388.4
220.31,389.68
229.58,390.87
233.43,426.47
234.13,486.28
239.94,540.77
247.48,556.14
253.86,544.74
270.31,493.22
279.19,480.45
278.98,486.52
278.24,519.99
278.31,547.77
279.25,501.98
286.8,455
293.56,414.19
305.5,392.85
309.14,369.75
301.59,368.57
297.24,372.91
294.72,372.06
295.06,374.61
297.3,373.34
301.5,376.61
310.62,400.66
313.04,429.97
310.3,452.14
311.62,456.35
312.35,454.8
317.84,448.3
323.3,443.47
325.99,436.2
328.05,425.88
329.64,414.78
330.64,394.49
330.71,377.71
329.98,362.87
326.34,354.34
324.17,351.23
321.36,354
321.22,353.4
321.45,358.27
320.11,360.16
318.35,363
319.27,372.19
321.66,382.59
322.68,389.2
325.37,394.19
327.72,393.37
332.61,385.7
337.75,375.73
342.27,366.24
344.17,358.73
344.95,354.47
345.06,352.89
345.56,346.88
346.36,343.56
347.71,340.31
347.85,335.76
348.61,334.05
348.65,332
349.1,336.1
349.66,341.78
350.92,348.73
352.11,353.02
355.01,355.61
358.06,353.51
362.62,350.73
365.58,344.92
368.5,340.42
370.87,337.15
372,335.78
373.32,333.09
373.03,332.68
373.94,331.47
373.6,331.37
373.44,330.71
373.47,328.25
373.57,326.91
372.65,327.41
371.94,329.57
370.51,331.49
371.71,334.84
372.38,336.53
373.57,336.92
374.78,334.29
375.65,330.3
376.55,326.05
377.01,322.61
376.75,320.14
375.97,319.23
375.65,317.87
374.06,317.51
373.87,316.11
371.68,315.12
371.48,313.28
370.06,311.74
368.17,311.58
367.13,312.38
365.51,314.03
364.64,315.41
364.04,315.82
363.95,314.97
363.27,312.99
363.6,310.65
362.96,308.18
362.91,306.94
362.4,305.05
362.06,304.39
361.84,303.51
361.5,302.66
360.61,302.74
360.6,302.19
360.37,301.95
360.61,301.18
359.78,301.81
360.58,302.45
360.83,302.72
361.44,302.91
361.7,303.33
362.54,303.41
362.66,303.06
363.04,302.72
362.88,301.71
363.11,301.35
364.11,301.24
364.19,300.8
364.64,300.58
364.31,300.89
365.26,301.19
365.94,300.94
366.96,301.49
367.08,301.74
367.94,302.49
368.58,302.82
368.99,303.48
369.25,303.76
369.6,304.23
369.15,304.39
368.67,304.7
368.15,304.76
367.64,304.38
366.33,304.16
364.97,304.1
363.66,303.86
362.56,303.01
361.85,298.91
361.12,301.96
360.01,303.25
358.48,304.53
355.97,303.93
354.6,304.95
353.32,305.47
352.35,303.74
351.31,303.5
348.62,303.14
347.19,300.65
346.32,299.55
345.5,298.97
343.75,299.74
341.52,299.38
339.65,299.39
338.46,299.52
338.59,300.21
337.11,300.92
336.33,300.32
334.38,300.54
333.33,300.99
333.5,301.79
332.67,301.04
331.87,300
330.3,300.74
329.42,300.83
329.48,300.33
328.18,298.96
327.91,298.41
327.87,297.5
327.63,297.03
326.96,296.35
326.85,295.41
326.41,293.96
326.74,293.66
326.63,292.86
326.52,292.48
326.85,292.06
327.14,292.51
328.5,292.64
329.7,292.91
330.68,293.3
330.84,294.34
331.89,295.16
333.37,294.81
334.79,294.94
337.02,295.27
338.84,295.05
341.2,294.72
343.42,294.72
345.19,295
348.31,294.86
350.87,293.87
352.61,293.43
353.94,292.88
356.07,291.92
356.98,290.87
358.19,290.41
359.68,289.14
361.23,288.05
362.41,286.92
363.68,285.55
364.51,284.7
364.77,283.15
364.53,281.83
364.35,280.68
363.95,279.28
363.75,278.21
363.22,276.7
362.3,276.01
361.83,274.94
361.02,274.36
359.96,273.51
359.33,272.77
357.64,272.22
356.43,271.53
355.64,271.15
354.19,270.73
354.06,270.46
352.79,270.41
351.77,270.46
351.04,270.59
350.51,270.59
349.58,270.87
349.23,270.92
348.86,270.84
348.17,270.84
347.48,270.84
347.24,270.32
346.81,271.15
346.59,271.06
346.68,270.79
346.41,271.2
345.86,271.25
347.31,271.5
348.23,271.67
348.44,271.97
348.89,271.86
349,272.25
349.56,272.08
350.08,271.75
350.51,270.96
351.33,271.07
351.52,270.82
351.75,269.69
352.5,269.77
352.81,269.36
352.86,268.34
353.25,267.93
353.36,266.89
353.64,266.06
353.79,264.66
353.37,264.28
353.83,263.59
354.09,262.63
354.32,262.08
354.08,261.34
354.02,260.95
353.64,260.32
354.06,259.47
353.97,258.53
353.29,257.87
354.15,256.8
354.6,256.5
354,255.32
353.68,254.85
353.27,253.69
353.3,252.51
352.92,252.29
352.44,251.16
352.58,250.12
351.98,248.96
351.93,248.16
351.03,246.68
350.77,245.47
350.37,244.97
349.71,243.63
350.1,242.72
349.33,241.56
348.67,240.46
348.45,239.83
347.53,238.48
347.85,237.88
347.32,236.48
347.09,235.63
346.2,234.66
346.05,234.3
345.45,233.23
345.12,232.96
344.61,232.63
343.83,231.86
343.6,231.66
343.26,231.31
342.74,231.2
342.78,231.01
341.74,230.9
341.94,230.4
341.48,230.79
341.2,230.16
341.02,230.35
340.73,230.21
340.57,230.32
340.87,230.02
340.37,229.61
340.42,230.27
340.46,229.99
340.44,229.72
340.64,229.56
340.25,229.59
340.54,229.67
340.73,229.42
340.51,229.7
340.66,229.04
340.11,229.4
340.64,229.65
340.65,230.2
340.99,230.2
341.41,230.64
341.78,231.22
342.45,231.36
341.78,231.33
341.53,232.13
341.56,232.34
341.69,232.81
342.04,233.69
342.82,234.11
342.93,234.91
343.31,235.43
344.25,235.79
343.48,236.42
343.42,237
344.01,237.05
344.19,238.24
344.5,238.35
345.37,239.64
345.53,240.03
345.65,240.44
346.28,241.54
346.21,241.95
346.09,242.48
346.36,243.11
346.6,243.71
347.29,244.43
347.03,245.31
347.55,246.05
347.74,246.69
348.23,247.29
348.33,247.95
348,249.16
348.94,250.62
348.99,251.91
350.05,252.49
350.68,253.65
351,255.1
351.62,255.74
351.99,257.53
352.81,258.33
353.42,260.11
354.05,261.21
355.62,262.84
356.35,263.58
357.05,265.37
358.25,266.39
359.27,267.71
361.12,268.76
362.26,269.86
363.84,271.37
364.82,272.34
365.63,273.66
366.21,275.55
367.75,276.02
368.24,277.84
370.13,279.33
371.1,280.48
372.79,281.14
374.47,282.57
376.03,283.76
377.2,285.32
379.08,286.43
379.78,287.47
381.42,288.46
382.8,289.81
384.09,290.58
385.17,291.79
386.47,293.25
387.6,293.79
388.86,295.39
390.23,296.16
391.52,297.26
393.37,297.87
394.09,298.85
394.6,300.2
396.14,301.11
397.01,302.07
397.94,303.5
398.78,304.27
400.1,305.21
401.53,306.39
402.79,307.82
403.87,309.43
405.09,310.78
405.93,312.02
406.92,313.89
408.78,314.61
410,316.64
411.19,318.45
412.92,319.64
413.96,322.39
415.74,323.9
416.98,325.41
418.43,325.74
419.37,328.35
420.74,330.33
422.52,331.6
423.55,333.19
425.27,334.46
425.88,335.78
427.45,337.4
428.78,338.17
430.16,339.9
431.29,340.37
432.17,341.69
433.23,342.46
434.37,343.53
434.48,344.68
435.34,345.26
436.38,345.34
437.26,345.95
438.09,346.49
438.3,346.58
439.15,347.43
439.82,347.43
439.91,346.85
441.12,347.45
441.04,347.59
441.36,347.23
441.75,347.01
442.23,346.59
442.37,346.1
442.99,346.2
443.69,346.31
444.25,345.15
444.15,345.07
444.89,345.04
445.54,344.46
446.45,344.76
446.45,344.71
447.45,345.01
448.01,345.66
448.51,345.77
449.19,346.81
449.79,347.42
450.89,348.6
451.58,349.92
452.15,350.88
453.57,352.67
454.32,353.9
454.39,355.5
455.44,357.75
456.44,359.67
456.86,361.05
458.07,363.88
458.74,366.65
459.17,372.53
459.88,377.11
460.85,381.15
461.49,382.91
462.05,385.76
463.39,388.72
463.32,392.62
463.79,395.45
464.91,398.89
465.07,402.56
465.99,404.89
466.82,407.59
467.15,410.19
468.14,412.8
468.19,414.59
469.01,415.82
469.21,416.34
469.59,416.92
470.01,416.75
470.21,416.83
471.08,416.92
470.79,417.08
470.37,417.49
470.17,417.6
470.43,417.15
470.26,417.4
470.09,416.43
469.21,415.79
469.4,415.32
468.59,415.71
467.77,414.41
467.32,414.51
466.81,414.21
466.29,413.54
465.78,412.55
464.78,411.66
463.67,411.33
462.94,410.48
462.19,409.62
461.26,408.87
460.4,407.79
459.49,407.6
458.6,407.43
457.75,406.6
456.74,406.68
455.54,406.01
454.94,405.98
454.48,405.26
453.45,405.45
451.96,404.34
451.48,404.44
450.81,404.3
450.57,403.86
449.71,404.02
448.37,403.62
448.38,403.65
447.27,403.7
446.87,402.75
446.34,403.05
