Left,Right
-3.4,-1.6
0.3,0.9
0.3,0.3
-0.9,-0.4
-0.9,-1.6
0.3,0.9
-2.8,0.3
0.3,-1
0.3,-1.6
-1.6,0.3
-0.3,0.3
-0.3,-0.4
-5.9,-1
0.9,0.9
0.3,-0.4
-0.9,1.5
-0.9,-0.4
1.5,0.3
1.5,2.1
-0.3,0.9
1.5,0.9
-0.3,0.3
1.5,0.3
1.5,-0.4
-7.1,0.9
-0.3,-1
0.9,0.3
0.3,-0.4
-0.3,-0.4
-0.9,-1
-6.5,0.3
-0.3,1.5
-0.3,0.9
-5.9,0.3
-0.3,0.3
-0.9,-1
-0.9,0.3
0.3,0.9
-2.2,1.5
-1.6,1.5
0.9,0.3
-0.9,0.9
-0.3,-0.4
0.9,-1
-0.3,0.9
-0.9,-0.4
0.3,0.3
-0.3,-1.6
-0.9,0.3
-0.3,-0.4
0.3,0.9
-0.3,-1
0.3,0.9
-0.3,-0.4
0.9,-0.4
0.3,-0.4
0.3,1.5
0.9,0.3
0.3,0.3
0.3,0.3
-0.3,0.9
-1.6,0.3
-0.3,0.3
-0.3,0.9
0.3,-1
-0.3,0.3
-2.8,0.3
-0.9,-1
-0.3,-1
-5.3,-0.4
0.9,0.3
1.5,-1.6
-4,-1
-0.3,-0.4
-0.3,-0.4
0.9,-1.6
1.5,0.3
0.9,0.3
-0.3,-0.4
0.3,-0.4
0.9,-0.4
0.9,-1
1.5,-0.4
-0.3,-1
0.3,0.3
0.9,-0.4
-0.3,0.3
-0.3,-1.6
2.2,0.9
-0.9,-1
0.3,-1
-0.9,0.9
0.9,0.3
0.3,0.3
1.5,0.3
-0.3,-1
0.3,-0.4
0.3,-0.4
-0.9,0.3
0.3,-1
0.9,0.3
2.2,-0.4
0.3,0.3
2.2,-1
0.9,0.3
1.5,-0.4
0.3,-2.2
0.3,-1
-0.3,-1
0.9,-0.4
0.3,0.3
0.3,0.3
-0.9,-0.4
0.3,-0.4
-0.9,0.3
-0.3,-0.4
-0.9,0.9
0.9,-1
0.9,-0.4
-0.3,0.3
1.5,0.3
-0.3,-0.4
0.9,0.3
-0.3,0.3
-0.3,0.3
-1.6,-0.4
-0.3,-0.4
0.9,0.9
-0.9,0.3
0.3,-0.4
0.3,0.3
-0.3,0.3
0.9,-1
-0.3,0.3
0.3,-0.4
0.3,-0.4
-0.3,-1.6
-0.3,-0.4
-0.9,-1
0.3,0.3
-0.3,-0.4
-0.3,-0.4
0.9,0.3
0.9,-0.4
-0.3,0.9
-0.9,-0.4
0.3,0.3
-0.3,0.3
-0.9,-1.6
0.9,0.3
-0.3,1.5
-1.6,0.3
-0.3,-0.4
0.3,-0.4
0.3,0.3
2.2,-0.4
0.3,-1
0.3,-0.4
1.5,-0.4
2.2,-0.4
0.9,-1
-0.3,-1
0.9,0.3
-0.9,-1
-0.3,1.5
0.3,-1
-0.3,-1
-0.3,-1
-4.7,0.3
0.9,0.3
0.9,0.3
-0.3,0.3
-0.3,-0.4
0.3,-0.4
0.9,-1.6
1.5,-1
0.3,0.9
2.2,-0.4
0.3,-1
0.3,-0.4
1.5,0.3
0.3,-0.4
0.3,-1
5.9,-2.2
-1.6,0.3
0.3,-0.4
0.9,-1.6
-0.3,-0.4
-1.6,1.5
0.3,0.9
0.3,-0.4
-0.3,-0.4
0.9,0.3
-0.3,-0.4
-0.9,-0.4
0.9,0.9
0.3,-0.4
-0.9,-1
0.3,-0.4
-0.9,-0.4
0.3,-1
-0.3,0.3
0.9,-0.4
0.3,0.3
0.3,0.9
0.3,0.3
0.3,0.9
0.3,0.9
-0.3,0.9
-2.8,-0.4
-0.9,-0.4
0.3,0.3
-0.9,0.3
-0.9,0.3
-0.3,-0.4
-3.4,-0.4
-0.9,-0.4
-0.3,-1
0.3,-1.6
-0.3,-1.6
-0.3,-0.4
-3.4,0.9
-0.3,-0.4
1.5,-1
0.3,0.3
-0.9,-0.4
0.9,1.5
0.3,-0.4
0.9,0.3
-0.3,0.9
1.5,0.3
0.9,0.9
1.5,-0.4
0.3,-1.6
-0.3,1.5
-0.3,-1.6
0.3,0.9
-0.9,0.3
1.5,-1
-0.3,0.3
0.9,-0.4
1.5,-0.4
0.3,-0.4
1.5,-0.4
-4,-1
0.9,-1
0.3,-0.4
-0.3,-1
0.3,1.5
-0.3,0.3
-0.3,-1
-0.3,-1.6
0.9,-1.6
-2.8,-1.6
1.5,1.5
-0.3,-2.2
-0.3,-1
0.3,0.3
0.3,-0.4
0.9,-1
-0.9,-1
-0.3,0.3
-0.3,1.5
0.9,-0.4
0.9,0.3
0.9,-2.2
-1.6,-0.4
-0.9,0.3
0.3,1.5
-0.9,0.3
0.9,0.3
0.3,0.3
0.3,-0.4
-0.3,-1.6
0.3,-1
0.9,-0.4
0.3,-0.4
1.5,-0.4
1.5,0.3
-0.3,0.3
-0.3,-1
1.5,-1
-0.9,0.9
-0.3,-1
0.3,-1.6
-0.3,-0.4
-0.3,0.3
-0.3,-0.4
-0.3,-1
-0.3,0.3
0.3,-0.4
-0.9,-1.6
0.3,-0.4
0.3,-1
0.3,-1
0.3,0.3
-0.3,0.3
-0.3,0.3
0.3,-1
-0.9,-0.4
0.9,0.9
-2.2,0.9
-0.3,0.9
0.9,0.3
-0.9,0.3
0.9,0.3
-0.9,-1
0.3,-1
0.9,0.9
0.3,0.3
0.3,0.3
-0.9,-0.4
-0.3,-0.4
1.5,-0.4
0.9,-0.4
0.9,-0.4
0.9,-0.4
0.9,-1
0.3,0.3
-0.3,-0.4
0.3,0.3
-0.3,0.9
0.3,0.9
-0.3,-0.4
0.9,0.3
-0.3,0.3
-0.9,0.3
-0.3,-0.4
0.3,-0.4
0.3,0.3
0.9,-1
-0.3,0.3
0.3,1.5
-0.9,-0.4
-0.3,-0.4
-0.3,0.3
0.3,-1.6
-0.3,-0.4
0.3,0.3
-0.9,0.3
0.3,-1
-0.9,0.9
0.3,0.3
0.3,0.3
0.9,0.3
0.3,0.3
-0.3,-1.6
-0.3,0.9
0.3,-0.4
-0.9,0.3
0.3,-1
-0.9,-0.4
1.5,0.3
0.9,-0.4
0.3,0.3
-0.3,-1
-0.3,0.3
-0.9,0.9
-0.3,0.9
0.3,0.9
0.3,0.3
1.5,-0.4
0.9,-0.4
0.3,-1
0.3,-2.2
0.9,1.5
-0.3,-1
-0.3,0.9
0.3,0.3
-0.9,-1
0.3,-1
-0.3,-1.6
0.3,-1
-0.3,-0.4
-0.3,-1
0.3,0.9
-0.3,-0.4
0.3,-0.4
-1.6,0.3
1.5,0.9
0.3,0.3
-0.9,-1
-0.3,-1
0.3,-0.4
0.9,-0.4
-0.3,-0.4
-0.3,0.3
0.9,0.3
-0.3,-0.4
0.3,-0.4
-3.4,-0.4
-0.9,0.9
0.3,2.1
-0.3,0.9
-0.9,2.7
0.3,1.5
-1.6,0.9
0.9,0.9
1.5,0.3
0.3,-0.4
-0.3,0.3
0.3,-1
0.9,1.5
-0.9,-0.4
-0.3,0.9
-0.9,0.9
-0.9,0.3
-0.3,-1
-0.3,0.3
0.3,1.5
0.3,0.3
-0.3,-0.4
-0.3,0.3
1.5,1.5
-0.3,0.3
0.3,-0.4
0.3,0.9
-0.3,-0.4
-0.9,0.3
-0.3,-0.4
0.3,0.3
-0.9,0.9
-0.3,-1
0.9,-0.4
-0.3,0.3
0.9,-0.4
0.3,0.3
-0.9,-1
0.3,-1
0.3,0.3
-0.3,-1
0.9,-0.4
0.9,-1
0.3,-0.4
0.9,0.3
-4,0.3
0.3,0.9
0.3,-0.4
1.5,-1
1.5,0.3
1.5,0.9
0.3,0.9
-0.3,0.3
2.2,0.3
-0.3,0.3
-0.3,0.3
0.9,-0.4
0.3,0.3
0.3,-0.4
0.3,-0.4
0.9,0.3
0.3,0.9
0.9,-0.4
-0.3,0.3
2.2,0.3
1.5,0.3
-0.9,-0.4
1.5,-1
2.2,-1.6
0.3,0.3
-0.3,-0.4
0.9,-1
0.9,0.3
-0.3,0.3
-0.9,0.3
0.9,0.9
-1.6,0.3
-0.3,-0.4
-4,0.9
0.3,-1
1.5,0.9
-0.3,-1.6
2.2,-1.6
0.9,-1
-0.3,-0.4
-0.9,-0.4
-0.3,0.3
0.9,0.3
0.3,0.3
1.5,-1
-0.3,0.3
0.3,0.3
0.9,0.3
0.3,-1
-0.9,0.3
0.9,-0.4
0.9,-0.4
0.3,-0.4
0.9,0.3
-0.3,0.3
-0.3,-0.4
-0.9,-1
0.9,-0.4
-0.3,-1.6
-0.3,0.3
2.2,0.3
0.3,0.3
0.3,0.9
0.9,-1
-0.3,0.3
2.2,0.3
-0.3,1.5
-0.9,0.9
-4.7,-1
-0.9,-1
0.9,0.3
0.3,0.3
-0.3,-0.4
-0.3,0.3
-0.3,-0.4
-0.3,-0.4
0.3,-0.4
-2.2,-1
-0.3,-1.6
-0.3,0.3
-0.9,-1
-0.3,-0.4
1.5,0.3
0.3,0.3
0.3,0.3
-5.3,-0.4
-0.9,0.3
-0.3,-0.4
-0.9,0.3
-0.3,0.3
0.3,-1
1.5,0.3
0.3,-0.4
0.3,0.3
-0.3,0.3
0.3,-1.6
-0.3,0.3
0.3,-1
-1.6,-0.4
0.3,0.3
0.3,-1
-0.3,0.3
0.3,-0.4
-0.3,0.3
0.3,-0.4
0.9,0.9
-0.3,0.3
0.3,0.9
0.3,-1
0.3,1.5
0.3,0.3
-0.3,0.3
0.3,0.3
-0.9,0.3
-0.9,0.3
0.9,0.3
0.3,0.9
-0.9,-1
0.9,-0.4
-0.3,-2.8
-1.6,0.3
0.3,0.3
0.3,-0.4
-2.2,0.3
0.3,0.9
0.3,0.3
0.9,-0.4
0.3,-0.4
-0.3,0.3
0.3,-0.4
0.3,-0.4
0.9,0.3
-0.3,0.9
2.8,0.9
0.9,-1.6
0.3,0.9
-1.6,-1
0.3,0.3
0.3,-1
0.3,0.9
0.9,1.5
-0.9,0.3
0.9,0.3
0.3,0.9
-0.9,0.9
1.5,0.3
-0.3,0.3
0.3,0.3
-0.3,-1
-0.3,0.3
0.3,0.3
0.3,0.3
0.9,0.9
0.3,-0.4
-0.9,0.3
-0.9,0.9
-0.9,-0.4
0.9,-0.4
0.3,-0.4
0.3,0.9
-2.2,-1
-0.3,0.3
0.9,-0.4
0.3,-0.4
0.9,0.3
0.3,0.9
-0.3,-1.6
-0.3,0.3
1.5,0.3
0.9,-0.4
-0.3,-0.4
0.9,0.9
0.3,0.3
0.3,0.3
-0.9,0.9
-0.3,-0.4
0.9,-1
-0.3,0.3
0.3,0.3
0.3,-0.4
-0.3,0.3
0.3,-0.4
-0.3,0.3
0.9,0.3
-0.3,0.9
-0.3,1.5
-2.2,0.3
0.3,0.9
-0.3,0.3
-0.3,0.3
0.3,-0.4
-0.9,-1
0.9,0.3
0.3,0.9
-0.3,-0.4
0.3,-0.4
0.3,-1.6
0.3,-0.4
0.9,0.3
0.9,0.9
-0.9,-1
0.3,-0.4
0.3,-0.4
-0.9,-0.4
-0.3,-0.4
0.3,-0.4
-0.3,-0.4
0.3,-0.4
-0.9,0.3
0.3,-1
-5.9,-1
1.5,-1.6
0.9,-0.4
-0.3,-0.4
-0.3,-1.6
-0.3,-0.4
0.9,-0.4
-0.3,0.3
-0.3,-1.6
-0.3,-2.2
-0.3,0.3
-0.3,-0.4
-0.3,0.9
0.3,-0.4
0.3,-1
-0.3,0.3
-1.6,0.3
1.5,-1
0.9,-0.4
-0.3,-0.4
0.9,0.9
-0.9,-0.4
0.3,0.9
-0.3,0.9
0.9,-0.4
0.3,-0.4
0.3,-0.4
-0.3,0.3
-0.3,-0.4
-3.4,-0.4
-0.3,-1
0.9,0.3
-1.6,-2.2
-0.3,0.9
-0.3,-0.4
-0.3,1.5
-0.3,0.3
-0.3,0.3
0.3,0.9
-0.3,0.3
-0.3,-1
0.9,-0.4
-1.6,0.3
0.3,-0.4
0.3,1.5
0.9,0.3
-0.3,0.3
-0.3,-0.4
0.3,-0.4
2.2,0.3
0.9,-1
0.9,-1
-2.2,-0.4
0.3,0.3
0.3,-0.4
0.3,0.3
0.9,-0.4
-0.3,0.9
0.9,1.5
0.3,0.9
0.9,-0.4
0.9,-1.6
0.3,0.3
-1.6,-0.4
0.3,0.3
0.3,0.3
0.3,0.3
-0.3,1.5
0.3,0.9
0.9,-0.4
0.9,-0.4
-0.9,0.9
0.3,0.3
0.3,0.3
0.3,0.3
-0.3,0.3
-0.3,0.3
0.3,0.3
-0.3,-0.4
0.9,0.9
-6.5,0.9
-0.3,1.5
1.5,-0.4
0.3,-1
0.3,1.5
0.3,0.3
-0.3,-1
0.3,-1
1.5,0.9
0.3,0.9
0.3,0.3
2.2,0.9
0.3,-1
-0.3,-1
1.5,0.3
-1.6,0.3
-0.3,2.1
0.3,0.3
-0.3,1.5
0.3,0.3
0.3,-1
0.3,-0.4
-0.3,0.9
1.5,-0.4
0.3,0.3
0.3,-0.4
-0.3,0.9
-0.9,-1
-0.3,1.5
0.3,0.3
-0.3,1.5
-0.3,0.3
0.3,-1
0.9,0.3
0.3,0.9
0.3,0.9
0.3,-0.4
0.3,-1
0.9,-0.4
-5.3,1.5
0.3,-1
-0.9,0.3
0.3,-1.6
0.9,-1
-0.9,-1
-0.3,0.3
1.5,0.9
0.3,-0.4
-0.9,0.3
-0.3,0.3
0.3,0.3
-0.9,-1
0.9,0.3
0.9,-0.4
0.3,-0.4
-1.6,0.9
-0.3,-1
-0.3,-0.4
0.3,-0.4
0.3,-0.4
0.3,-1
-0.9,0.3
0.9,1.5
0.9,-1
-0.9,0.3
0.9,0.3
0.3,-0.4
-0.3,0.3
1.5,-1.6
0.9,-0.4
0.9,1.5
-0.9,-0.4
0.9,0.3
-0.9,0.3
-0.9,0.9
-0.3,-0.4
0.3,-0.4
-0.3,0.3
0.9,0.3
-0.3,0.9
-0.9,-0.4
0.9,-0.4
0.9,0.3
2.2,0.3
0.3,0.3
0.3,-1
0.3,-1
0.3,0.9
0.3,-0.4
-1.6,-0.4
-0.3,-0.4
-0.3,0.3
0.3,2.1
-0.3,0.9
0.3,0.3
-0.9,-0.4
-0.3,-0.4
-3.4,-0.4
0.3,-0.4
0.3,0.3
-0.3,-0.4
0.9,-0.4
0.3,-1
-0.3,-0.4
1.5,-1
2.2,-0.4
0.3,-0.4
-0.3,0.3
-0.3,-1
0.3,0.3
0.9,-1
-0.3,-0.4
-0.3,-0.4
0.9,-0.4
-4,-1
0.3,0.3
-0.3,-0.4
-0.9,-2.2
0.9,-2.2
0.9,0.3
0.3,-0.4
0.3,-0.4
1.5,-0.4
0.3,-1
1.5,-1
0.9,0.3
0.3,-1
-0.3,-0.4
0.9,-0.4
-0.3,-1.6
0.9,-0.4
2.2,0.3
-0.3,-1
0.9,1.5
-0.3,0.9
0.9,-1
0.3,0.3
0.9,1.5
-0.3,0.9
-0.9,-0.4
0.3,0.3
-0.3,0.3
0.3,0.3
-0.3,-0.4
0.9,-0.4
-0.3,0.9
1.5,0.3
0.3,-0.4
0.9,-1.6
0.9,-0.4
0.3,0.3
1.5,-0.4
0.3,-0.4
-0.9,0.3
0.3,-0.4
-0.3,-0.4
0.9,-0.4
-0.3,-0.4
0.3,0.3
0.3,-0.4
-1.6,0.9
0.3,0.3
0.3,0.3
-0.3,0.3
2.2,-1
1.5,-0.4
-0.9,-1
-0.3,-0.4
0.9,-1
0.3,-0.4
0.9,-1
-0.9,0.9
0.3,1.5
0.3,-1
0.3,0.3
-0.3,-0.4
-0.3,-0.4
1.5,-0.4
-0.3,-0.4
0.3,-1
0.9,0.3
0.9,0.3
-0.3,-0.4
0.3,-0.4
0.3,-1.6
0.3,-1
1.5,-1
0.3,-1
0.3,-1
-1.6,0.3
0.9,0.3
-1.6,0.3
0.9,0.9
0.9,0.9
0.3,1.5
-0.9,0.9
0.9,0.3
0.3,0.9
0.3,0.3
-0.9,0.3
0.3,0.3
-0.9,0.9
0.3,-0.4
0.3,1.5
-0.3,0.3
0.3,-1
-0.3,-0.4
-0.9,0.3
0.9,1.5
-1.6,0.9
-0.3,0.3
-0.3,0.3
0.9,0.3
-0.3,1.5
-0.3,0.9
-0.3,0.3
-0.9,0.3
0.9,0.3
0.9,0.3
-0.3,-0.4
-0.9,0.3
1.5,-0.4
0.9,0.3
1.5,-0.4
-0.9,-1
0.9,1.5
-0.3,-0.4
-0.9,0.3
1.5,0.3
-0.3,-0.4
0.9,0.3
2.2,0.9
-0.3,0.3
-0.3,0.3
0.3,-0.4
0.3,-0.4
-0.3,0.3
0.9,-0.4
0.3,0.3
0.3,0.9
0.3,-0.4
-1.6,0.3
1.5,0.3
0.3,-0.4
-0.3,-0.4
0.3,0.3
0.3,0.3
0.3,-1.6
0.3,-0.4
0.3,0.3
0.9,-0.4
2.2,-1.6
0.9,-1
0.3,0.9
-0.3,0.3
-0.3,1.5
0.3,2.7
0.3,-1
1.5,0.3
0.9,-1
-0.3,-0.4
0.3,-0.4
0.9,0.3
-0.9,-0.4
-0.3,0.3
0.3,0.3
-0.3,0.3
-0.9,-1
0.3,-0.4
0.9,0.3
-0.9,0.3
-0.3,-0.4
-0.3,-1
-0.9,-1
1.5,-1
-0.9,0.9
0.3,0.3
-0.9,-1.6
-0.9,-0.4
-0.3,-1.6
0.3,0.3
0.3,0.9
0.9,0.3
1.5,-1
0.9,0.9
0.9,0.3
2.2,1.5
1.5,0.3
0.9,-1.6
0.3,-1
0.9,-1
-0.9,-0.4
1.5,-1.6
-0.9,-0.4
2.2,0.9
-0.3,-0.4
1.5,-0.4
0.9,-1
0.3,0.3
0.9,0.9
0.3,0.9
1.5,-0.4
0.9,-1
1.5,-0.4
-0.9,0.9
0.9,-0.4
-0.9,0.3
0.3,-0.4
-0.3,0.9
-0.9,-0.4
-0.3,0.3
0.3,-0.4
-1.6,-0.4
0.9,-1
0.9,-1.6
0.9,0.9
-0.9,-0.4
-0.3,-0.4
-0.3,0.3
0.3,0.9
0.3,0.3
2.2,-0.4
0.3,0.9
-0.9,0.9
0.3,0.3
-0.3,-1
-0.9,0.3
-0.3,0.3
-0.3,0.3
0.3,-1
0.9,0.3
-0.9,0.3
-0.3,-1
0.9,0.3
0.3,-1
1.5,-0.4
0.9,0.9
0.9,-1
-0.9,-0.4
0.3,-1
0.3,-1
-0.9,0.3
0.9,-1
0.3,-0.4
0.9,-1
0.3,-0.4
0.3,-0.4
0.9,-1
0.9,-0.4
0.3,-1
-0.3,-0.4
-0.3,-1
0.3,-1
2.2,-1
-0.3,0.3
1.5,-0.4
-4,-0.4
2.2,0.3
0.9,-0.4
0.9,0.3
0.9,0.3
1.5,-1
0.3,-1
0.3,0.3
1.5,-0.4
0.9,-0.4
-0.9,-1
-4,-1.6
0.9,-0.4
-0.3,0.3
0.3,-1
2.8,-1
0.3,-0.4
0.3,0.3
-0.9,0.3
1.5,-0.4
-0.9,-0.4
-2.2,0.9
0.3,-0.4
1.5,0.9
0.3,-0.4
0.3,0.3
-1.6,0.3
0.9,0.3
-0.3,0.9
-0.3,-1.6
2.2,0.9
0.3,0.3
0.3,0.3
1.5,0.3
0.9,0.3
-4.7,0.9
0.9,-1
1.5,-0.4
0.3,-0.4
-0.3,-1
0.9,-1.6
0.9,0.3
0.9,0.3
0.3,1.5
-0.9,-1
0.3,0.3
1.5,0.3
0.9,-1.6
0.9,-1
0.3,-1
0.9,0.3
0.9,0.3
0.3,0.3
-0.9,0.3
0.9,0.3
0.9,-0.4
0.3,0.3
0.3,-1
0.9,-2.2
0.3,-0.4
1.5,0.3
0.9,0.9
1.5,-1
-0.9,-0.4
0.3,-0.4
0.9,0.3
-0.3,0.3
0.9,0.9
-0.3,-1.6
-0.9,0.3
-0.9,-1
0.9,-1
0.9,-1
-0.9,0.3
0.9,0.9
0.3,-1
0.3,0.9
-2.8,0.3
0.3,0.3
-1.6,0.3
0.9,-1
0.9,0.3
-0.3,0.3
0.3,0.3
0.3,-0.4
0.3,-0.4
0.9,0.9
1.5,0.3
-0.3,0.9
0.3,-0.4
0.3,0.3
0.9,0.3
0.9,-1
1.5,-1.6
1.5,0.3
1.5,-1.6
1.5,0.3
1.5,0.3
0.9,0.3
0.9,0.3
0.3,-0.4
0.9,0.9
1.5,-1.6
0.3,-0.4
0.9,-0.4
-0.3,-0.4
0.9,-1.6
0.9,-1
0.9,-1
-0.3,0.3
0.3,1.5
0.3,-0.4
1.5,-0.4
1.5,-0.4
0.9,0.9
0.3,-1
-2.2,-1
0.9,0.3
0.3,-0.4
-2.2,-0.4
1.5,-1
2.8,-1
-0.3,-0.4
0.9,-0.4
-0.3,-1
-0.3,-1
0.9,-0.4
2.2,-0.4
1.5,-1
-0.9,0.3
0.9,-0.4
-0.9,-1.6
-0.9,-1
-0.3,-0.4
2.2,0.9
0.9,-0.4
0.9,-1
1.5,-0.4
-0.3,-0.4
0.3,-1.6
2.8,-1
-1.6,-1
0.9,0.3
1.5,-1
-0.3,-0.4
0.3,0.3
-0.9,0.3
-0.3,0.3
-2.2,-0.4
-1.6,-0.4
-0.9,-1
-0.3,-1
0.9,-0.4
0.3,0.3
-0.3,0.3
4.6,-0.4
-0.3,0.3
0.3,-0.4
-0.3,-0.4
0.3,-1.6
-0.3,-1
0.3,0.9
0.3,-1
0.3,0.3
0.9,0.9
1.5,-1
0.9,-1
-0.9,0.3
0.3,-0.4
-4,-1.6
0.9,0.3
-0.3,0.3
-0.9,0.3
-0.3,-0.4
0.3,-0.4
-0.3,0.3
0.9,0.9
